Movie,MyRating,LBRating,Difference,ReviewDate,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
Luca,4.0,3.9,0.1,09/28/2021,95,1:35,"English,Italian",Enrico Casarosa,2021,"Animation,Fantasy,Comedy,Family",USA,92526,377692,"Jacob Tremblay,Jack Dylan Grazer,Emma Berman,Saverio Raimondo,Maya Rudolph,Marco Barricelli,Jim Gaffigan,Peter Sohn,Lorenzo Crisci,Marina Massironi,Luigi La Monica,Sandy Martin,Giacomo Gianniotti"
Akeelah and the Bee,2.5,3.38,-0.88,09/04/2021,112,1:52,English,Doug Atchison,2006,Drama,USA,640,7118,"Keke Palmer,Laurence Fishburne,Angela Bassett,Curtis Armstrong,J.R. Villarreal,Sean Michael Afable,Sahara Garey,Lee Thompson Young,Julito McCullum,Erica Hubbard,Eddie Steeples,Dalia Phillips"
The Pianist,4.0,4.25,-0.25,09/04/2021,150,2:30,"English,German,Polish,Russian",Roman Polanski,2002,"War,Drama",France,13393,244877,"Adrien Brody,Thomas Kretschmann,Frank Finlay,Maureen Lipman,Emilia Fox,Ed Stoppard,Julia Rayner,Jessica Kate Meyer,Michal Zebrowski,Wanja Mues,Richard Ridings,Nomi Sharron,Anthony Milner,Lucy Skeaping,Roddy Skeaping,Ben Harlan,Thomas Lawinky,Joachim Paul Assböck,Roy Smiles,Paul Bradley,Daniel Caltagirone,Andrzej Blumenfeld,Zbigniew Zamachowski,Detlev von Wangenheim,Popeck,Zofia Czerwińska,Udo Kroschwald,Uwe Rathsam,Joanna Brodzik,Katarzyna Bargiełowska,Maja Ostaszewska,John Bennett"
Happy as Lazzaro,4.0,3.9,0.1,07/17/2021,125,2:05,Italian,Alice Rohrwacher,2018,"Drama,Fantasy",France,5543,33512,"Adriano Tardiolo,Agnese Graziani,Luca Chikovani,Alba Rohrwacher,Sergi López,Tommaso Ragno,Natalino Balasso,Nicoletta Braschi,Carlo Massimino,Daria Pascal Attolini,Maddalena Baiocco,Giulia Caccavello,Annunziata Capretto,Alessandro Genovesi,Davide Denci"
Blow-Up,1.5,3.83,-2.33,07/17/2021,111,1:51,English,Michelangelo Antonioni,1966,"Mystery,Thriller,Drama",UK,7300,53535,"David Hemmings,Vanessa Redgrave,Sarah Miles,John Castle,Veruschka von Lehndorff,Jane Birkin,Gillian Hills,Peter Bowles,Julian Chagrin,Claude Chagrin,Jimmy Page,Jeff Beck,Tsai Chin,Susan Brodrick,Peggy Moffitt,Melanie Hampshire"
Bo Burnham: Inside,4.5,4.22,0.28,07/17/2021,87,1:27,English,Bo Burnham,2021,Comedy,USA,83503,252011,Bo Burnham
Animal House,3.0,3.47,-0.47,07/17/2021,109,1:49,English,John Landis,1978,Comedy,USA,3802,43275,"John Belushi,Tim Matheson,John Vernon,Verna Bloom,Tom Hulce,Cesare Danova,Peter Riegert,Mary Louise Weller,Stephen Furst,James Widdoes,Bruce McGill,Mark Metcalf,DeWayne Jessie,Karen Allen,James Daughton,Martha Smith"
Minari,3.5,4.09,-0.59,07/17/2021,115,1:55,"English,Korean",Lee Isaac Chung,2020,Drama,USA,56389,228066,"Steven Yeun,Han Yeri,Youn Yuh-jung,Will Patton,Alan Kim,Noel Kate Cho,Scott Haze,Darryl Cox,Esther Moon,Ben Hall,Eric Starkey,Jacob Wade,James Carroll,Jenny Phagan"
Nomadland,3.5,3.85,-0.35,07/05/2021,108,1:48,English,Chloé Zhao,2020,Drama,USA,66045,283082,"Frances McDormand,David Strathairn,Linda May,Swankie,Gay DeForest,Patricia Grier,Angela Reyes,Carl R. Hughes,Douglas G. Soul,Ryan Aquino,Teresa Buchanan,Karie Lynn McDermott Wilder,Brandy Wilber,Makenzie Etcheverry,Bob Wells,Annette Webb,Rachel Bannon,Bryce Bedsworth,Sherita Deni Coker"
Network,4.0,4.17,-0.17,07/03/2021,122,2:02,English,Sidney Lumet,1976,Drama,USA,11835,73882,"Peter Finch,Faye Dunaway,William Holden,Robert Duvall,Beatrice Straight,Wesley Addy,Ned Beatty,Arthur Burghardt,Bill Burrows,John Carpenter,Jordan Charney,Kathy Cronkite,Ed Crowley,Jerome Dempsey,Conchata Ferrell,Gene Gross,Stanley Grover"
Rocco and His Brothers,3.5,4.22,-0.72,07/03/2021,178,2:58,Italian,Luchino Visconti,1960,"Drama,Crime",Italy,2084,13631,"Alain Delon,Renato Salvatori,Annie Girardot,Katina Paxinou,Alessandra Panaro,Spiros Focás,Max Cartier,Corrado Pani,Rocco Vidolazzi,Claudia Mori,Adriana Asti,Enzo Fiermonte,Nino Castelnuovo"
To All the Boys: Always and Forever,2.0,2.7,-0.7,07/03/2021,115,1:55,"English,Korean",Michael Fimognari,2021,"Romance,Comedy,Drama",USA,18535,73164,"Lana Condor,Noah Centineo,Janel Parrish,Anna Cathcart,Ross Butler,Madeleine Arthur,Emilija Baranac,Trezzo Mahoro,Sarayu Blue,John Corbett,Henry Thomas,Sofia Black-D'Elia,June B. Wilde,Kelcey Mawema,C. Ernst Harth,Ese Atawo,Rhianna Jagpal,Michael Delleva,Molly Grace,Momona Tamada,Rian McCririck"
La Dolce Vita,1.0,4.22,-3.22,07/03/2021,176,2:56,"Italian,German,English,French",Federico Fellini,1960,"Drama,Comedy",France,6586,54888,"Marcello Mastroianni,Anita Ekberg,Anouk Aimée,Yvonne Furneaux,Magali Noël,Alain Cuny,Annibale Ninchi,Walter Santesso,Valeria Ciangottini,Riccardo Garrone,Ida Galli,Audrey McDonald,Polidor,Alain Dijon,Mino Doro,Giulio Girola,Laura Betti,Nico,Domino,Carlo Musto,Enzo Cerusico,Giulio Paradisi,Enzo Doria,Enrico Glori,Adriana Moneta,Massimo Busetti,Lex Barker,Jacques Sernas,Nadia Gray,Giuseppe Addobbati,Conte Brunoro Serego Aligheri,Gabriella Andreini,Federika André,Armando Annuale,Joan Antequera,Juan Antequero,Gianni Baghino,Nadia Balabine,Ignazio Balsamo,Remo Benedetti,Andrea Bianchi,Lars Bloch,Leonardo Botta,Ida Bracci Dorati,Ferdinando Brofferio,Giovanna Busetti,Tito Buzzo,Daniela Calvino,Tony Campanino,Fabrizio Capucci,Donato Castellaneta,Adriano Celentano,Elisabetta Cini,Giulio Citti,Leo Coleman,Nani Colombo,Mario Conocchia,Francesco Consalvo,Tiziano Cortini,Decimo Cristiani,Mario De Grenet,Andrea De Pino,Adele De Rossi,Donatella Della Nora,Christine Denise,Katherine Denise"
Judas and the Black Messiah,3.5,4.02,-0.52,07/03/2021,126,2:06,English,Shaka King,2021,"Drama,History",Canada,40539,184059,"Lakeith Stanfield,Daniel Kaluuya,Dominique Fishback,Jesse Plemons,Ashton Sanders,Algee Smith,Darrell Britt-Gibson,Lil Rel Howery,Dominique Thorne,Martin Sheen,Amari Cheatom,Ian Duff,Caleb Eberhardt,Robert Longstreet"
Bicycle Thieves,5.0,4.25,0.75,06/24/2021,89,1:29,Italian,Vittorio De Sica,1948,Drama,Italy,12366,94334,"Lamberto Maggiorani,Enzo Staiola,Lianella Carell,Elena Altieri,Gino Saltamerenda,Giulio Chiari,Vittorio Antonucci,Michele Sakara,Carlo Jachino,Emma Druetti,Giulio Battiferri,Sergio Leone,Mario Meniconi"
The Iron Crown,0.5,3.12,-2.62,06/24/2021,108,1:48,Italian,Alessandro Blasetti,1941,"Adventure,Fantasy",Italy,12,100,"Gino Cervi,Massimo Girotti,Luisa Ferida,Elisa Cegani,Paolo Stoppa,Marcello Mastroianni"
The Salesman,5.0,3.78,1.22,06/24/2021,125,2:05,Persian (Farsi),Asghar Farhadi,2016,"Drama,Thriller",France,3019,30606,"Shahab Hosseini,Tarane Alidousti,Babak Karimi,Mina Sadati,Mehdi Koushki,Farid Sajjadi Hosseini,Maral Bani Adam,Mojtaba Pirzadeh,Sam Valipour,Shirin Aghakashi,Emad Emami,Sahra Asadollahe,Ehteram Boroumand,Erfan Barzin,Alireza Rofougaran"
Small Axe,4.0,4.19,-0.19,06/24/2021,406,6:46,English,Steve McQueen,2020,Drama,UK,916,5038,
Queen & Slim,4.0,3.65,0.35,06/15/2021,131,2:11,"English,Italian",Melina Matsoukas,2019,"Romance,Crime,Drama",Canada,10841,50585,"Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Chloë Sevigny,Flea,Sturgill Simpson,Indya Moore,Benito Martinez,Jahi Di'Allo Winston,Gralen Bryant Banks,Dickson Obahor"
I May Destroy You,5.0,4.5,0.5,06/15/2021,368,6:08,"English,Italian,Twi",Sam Miller,2020,Drama,UK,5229,28876,"Michaela Coel,Weruche Opia,Paapa Essiedu"
"A White, White Day",4.0,3.54,0.46,06/15/2021,109,1:49,Icelandic,Hlynur Pálmason,2019,Drama,Denmark,1137,5880,"Ingvar E. Sigurðsson,Ída Mekkín Hlynsdóttir,Hilmir Snær Guðnason,Björn Ingi Hilmarsson,Elma Stefanía Ágústsdóttir,Sara Dögg Ásgeirsdóttir,Haraldur Ari Stefánsson,Sigurður Sigurjónsson,Arnmundur Ernst Björnsson,Laufey Elíasdóttir,Thor Tulinius,Sverrir Þór Sverrisson"
"What Happened, Miss Simone?",3.5,3.83,-0.33,06/15/2021,101,1:41,English,Liz Garbus,2015,"Documentary,Music",USA,1854,16827,"Nina Simone,Lisa Simone,Dick Gregory,Stanley Crouch,Elisabeth Henry-Macari,Ilyasah Shabazz"
Thank You for Smoking,3.5,3.55,-0.05,06/15/2021,92,1:32,English,Jason Reitman,2005,"Drama,Comedy",USA,3399,48526,"Aaron Eckhart,Maria Bello,Cameron Bright,Adam Brody,Sam Elliott,Katie Holmes,Rob Lowe,William H. Macy,Robert Duvall,David Koechner,J.K. Simmons,Kim Dickens,Connie Ray,Joan Lunden,Mary Jo Smith,Todd Louiso,Jeff Witzke,Marianne Muellerleile"
Godzilla vs. Kong,3.0,2.9,0.1,04/14/2021,113,1:53,English,Adam Wingard,2021,"Action,Science Fiction,Fantasy",USA,66663,228712,"Alexander Skarsgård,Millie Bobby Brown,Rebecca Hall,Brian Tyree Henry,Shun Oguri,Eiza González,Julian Dennison,Lance Reddick,Kyle Chandler,Demián Bichir,Kaylee Hottle,Hakeem Kae-Kazim,Ronny Chieng,John Pirruccello,Chris Chalk,Conlan Casal,Brad McMurray,Benjamin Rigby,Nick Turello"
My Neighbor Totoro,3.0,4.19,-1.19,12/31/2020,86,1:26,Japanese,Hayao Miyazaki,1988,"Family,Fantasy,Animation",Japan,42515,398144,"Noriko Hidaka,Hitoshi Takagi,Chika Sakamoto,Shigesato Itoi,Sumi Shimamoto,Tanie Kitabayashi,Masashi Hirose,Yûko Maruyama,Shigeru Chiba,Toshiyuki Amagasa"
To the Ends of the Earth,3.5,3.59,-0.09,12/30/2020,120,2:00,"Japanese,English,Uzbek",Kiyoshi Kurosawa,2019,Drama,Japan,1211,5182,"Atsuko Maeda,Shota Sometani,Tokio Emoto,Ryo Kase,Adiz Radjabov,Muyassar Berdiqulova,Maruf Otajonov"
"Yes, God, Yes",1.5,3.04,-1.54,,78,1:18,English,Karen Maine,2019,"Comedy,Drama",UK,15670,54463,"Natalia Dyer,Timothy Simons,Wolfgang Novogratz,Francesca Reale,Susan Blackwell,Parker Wierling,Alisha Boe,Donna Lynne Champlin,Allison Shrum,Matt Lewis,Carey Van Driest"
Soul,5.0,4.03,0.97,,101,1:41,English,Pete Docter,2020,"Family,Comedy,Animation,Fantasy",USA,97404,608753,"Jamie Foxx,Tina Fey,Graham Norton,Rachel House,Alice Braga,Richard Ayoade,Phylicia Rashād,Donnell Rawlings,Questlove,Angela Bassett,Cora Champommier,Margo Hall"
Class Action Park,3.5,3.28,0.22,,90,1:30,English,Seth Porges,2020,Documentary,USA,5978,21174,"Chris Gethard,Jason Scott Sadofsky,Jimmy Kimmel,Johnny Knoxville,Alison Becker,John Hodgman,Layne Staley,Jerry Cantrell,Seth Porges"
Wonder Woman 1984,2.0,2.33,-0.33,,151,2:31,English,Patty Jenkins,2020,"Adventure,Action,Fantasy",USA,63234,245596,"Gal Gadot,Chris Pine,Kristen Wiig,Pedro Pascal,Robin Wright,Connie Nielsen,Lilly Aspell,Amr Waked,Kristoffer Polaha,Natasha Rothwell,Ravi Patel,Oliver Cotton,Lucian Perez,Gabriella Wilde,Kelvin Yu,Stuart Milligan,Shane Attwooll,David Al-Fahmi,Kevin Wallace,Wai Wong,Doutzen Kroes,Hari James,Betty Adewole,Camilla Roholm,Jessie Graff,Brontë Lavine,Briony Scarlett,Jade Johnson,Miranda Chambers,Moe Sasegbon,Gwendolyn Osborne-Smith,Hayley Warnes,Saïd Taghmaoui,Ewen Bremner,Eugene Brave Rock,Lucy Davis,Lyon Beckwith,Ryan Watson,Jimmy Burke,Brandon Thane Wilson,Oakley Bull,Andy Riddle,Rey Rey Terry,Tina Edwards,Bill Debrason,Rick Kain,Vickie Warehime,Mike D. Anderson,Christopher Crutchfield Walker,Gina Grinkemeyer,Cassandra Newman,Valerie Leonard,Susan Smythe,Bob Cusack,John Bucy,Patrick Gover,Tracy Tobin,Mitch Holson,Ashley Gladden"
Martin Eden,4.0,3.7,0.3,12/23/2020,129,2:09,"Italian,French",Pietro Marcello,2019,"Romance,Drama",France,2683,14085,"Luca Marinelli,Jessica Cressy,Vincenzo Nemolato,Marco Leonardi,Elisabetta Valgoi,Pietro Ragusa,Carlo Cecchi,Aniello Arena,Chiara Francini,Rinat Khismatouline,Lana Vlady,Diego Sepe,Gaetano Bruno"
This Christmas,3.5,3.13,0.37,12/23/2020,117,1:57,English,Preston A. Whitmore II,2007,"Romance,Comedy,Drama",USA,372,1995,"Loretta Devine,Delroy Lindo,Idris Elba,Regina King,Laz Alonso,Lauren London,Chris Brown,Sharon Leal,Columbus Short,Ricky Harris,Keith Robinson,Mekhi Phifer,Jessica Stroup"
Lady and the Tramp,3.5,2.83,0.67,12/23/2020,111,1:51,English,Charlie Bean,2019,"Romance,Comedy,Family",USA,4257,22482,"Tessa Thompson,Justin Theroux,Kiersey Clemons,Thomas Mann,Ashley Jensen,Benedict Wong,Janelle Monáe,Yvette Nicole Brown,Arturo Castro,Adrian Martinez,Sam Elliott,Ken Jeong,Clancy Brown"
Waves,4.5,3.81,0.69,12/23/2020,136,2:16,English,Trey Edward Shults,2019,"Romance,Drama",USA,22881,78632,"Kelvin Harrison Jr.,Taylor Russell,Renée Elise Goldsberry,Sterling K. Brown,Lucas Hedges,Alexa Demie,Neal Huff,Clifton Collins Jr.,Krisha Fairchild,Ruben E.A. Brown,Joshua Brockington,Vivi Pineda,David Garelik"
The Only Living Boy in New York,1.5,2.63,-1.13,12/23/2020,88,1:28,English,Marc Webb,2017,Drama,USA,1395,6793,"Callum Turner,Jeff Bridges,Kate Beckinsale,Pierce Brosnan,Cynthia Nixon,Kiersey Clemons,Tate Donovan,Wallace Shawn,Anh Duong,Debi Mazar,Ben Hollandsworth,John Bolger,Bill Camp,Dean Ciallella"
Uncle Frank,2.0,3.67,-1.67,12/23/2020,95,1:35,"English,Arabic",Alan Ball,2020,Drama,USA,5958,25326,"Paul Bettany,Sophia Lillis,Peter Macdissi,Steve Zahn,Judy Greer,Margo Martindale,Stephen Root,Lois Smith,Jane McNeill,Caity Brewer,Hannah Black,Michael Banks Repeta,Burgess Jenkins,Colton Ryan,Britt Rentschler,Christopher Speed,Cole Doman,Voltaire Colin Council"
The Beaches of Agnès,3.5,4.28,-0.78,12/23/2020,110,1:50,French,Agnès Varda,2008,Documentary,France,2531,10886,"Agnès Varda,André Lubrano,Blaise Fournier,Vincent Fournier,Rosalie Varda,Mathieu Demy,Jane Birkin,Gérard Depardieu,Harrison Ford"
Shutter Island,4.5,4.04,0.46,10/31/2020,138,2:18,"English,German",Martin Scorsese,2010,"Thriller,Mystery,Drama",USA,42468,626998,"Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Emily Mortimer,Max von Sydow,Michelle Williams,Jackie Earle Haley,Patricia Clarkson,Ted Levine,John Carroll Lynch,Elias Koteas,Robin Bartlett,Christopher Denham,Joseph Sikora,Curtiss Cook,Gary Galone"
National Treasure,5.0,3.19,1.81,,131,2:11,"English,Latin,Spanish",Jon Turteltaub,2004,"Mystery,Adventure,Action,Thriller",USA,11748,137416,"Nicolas Cage,Diane Kruger,Justin Bartha,Sean Bean,Jon Voight,Harvey Keitel,Christopher Plummer,David Dayan Fisher,Stewart Finlay-McLennan,Oleg Taktarov,Stephen A. Pope,Annie Parisse,Mark Pellegrino,Armando Riesco,Erik King"
Dick Johnson Is Dead,4.0,3.87,0.13,10/09/2020,89,1:29,English,Kirsten Johnson,2020,Documentary,USA,8376,28366,"Richard Johnson,Kirsten Johnson,Isla Sierck,Jed Sierck,Felix Torres,Viva Torres,Raymond Damazo,Michael Hilow,Michael Melton,Joanne Reiner Tucker,Ken Tucker,Laurie McEwan,Lyn Schildwachter,Julie Tilton"
The Florida Project,3.5,4.11,-0.61,09/25/2020,112,1:52,"English,Portuguese,Spanish",Sean Baker,2017,Drama,USA,51625,311028,"Willem Dafoe,Brooklynn Prince,Bria Vinaite,Valeria Cotto,Christopher Rivera,Caleb Landry Jones,Aiden Malik,Josie Olivo,Edward Pagan,Patti Wiley,Jasineia Ramos,Rosa Medina Perez,Mela Murder,Krystal Gordon,Bronwyn Valley,Kelly Fitzgerald,Sandy Kane,Jim R. Coleman"
Cuties,2.0,2.56,-0.56,09/20/2020,96,1:36,"French,Wolof",Maïmouna Doucouré,2020,Drama,France,4958,15163,"Fathia Youssouf Abdillahi,Medina El Aidi,Esther Gohourou,Ilanah Cami-Goursolas,Myriam Hamma,Maïmouna Gueye,Mbissine Thérèse Diop,Demba Diaw,Mamadou Samaké,Vincent Vidal,Jean-Paul Castro"
I'm Thinking of Ending Things,2.0,3.49,-1.49,09/20/2020,135,2:15,English,Charlie Kaufman,2020,"Mystery,Drama,Thriller",USA,74214,255587,"Jesse Plemons,Jessie Buckley,Toni Collette,David Thewlis,Guy Boyd,Hadley Robinson,Gus Birney,Abby Quinn,Colby Minifie,Anthony Grasso,Teddy Coluca,Jason Ralph,Oliver Platt,Frederick E. Wodlin,Ryan Steele,Unity Phelan"
Portrait of a Lady on Fire,4.5,4.43,0.07,09/06/2020,120,2:00,"French,Italian",Céline Sciamma,2019,"Drama,Romance",France,85682,346456,"Noémie Merlant,Adèle Haenel,Luàna Bajrami,Valeria Golino,Christel Baras,Armande Boulanger,Guy Delamarche,Clément Bouyssou,Michèle Clément,Cécile Morel"
Lucky Grandma,4.0,3.41,0.59,08/22/2020,87,1:27,"English,Chinese,Cantonese",Sasie Sealy,2019,"Crime,Comedy,Drama",USA,970,3517,"Tsai Chin,Hisao-Yuan Ha,Michael Tow,Emma Hong,Yan Xi,Lyman Chen,Clem Cheung,Mason Yam,Wai Ching Ho,Woody Fu,Eddie Yu,Arden Wolfe,Zilong Zee,Kristen Hung,Wayne Chang,Christine Chang,Elvis Newman,Ali Ahn,Elbert Kim"
Koyaanisqatsi,3.0,4.19,-1.19,,86,1:26,"English,No spoken language",Godfrey Reggio,1982,Documentary,USA,6017,33050,
The Godfather: Part II,4.0,4.53,-0.53,08/20/2020,202,3:22,"English,Italian,Latin,Spanish",Francis Ford Coppola,1974,"Drama,Crime",USA,25284,330593,"Al Pacino,Robert Duvall,Diane Keaton,Robert De Niro,John Cazale,Talia Shire,Lee Strasberg,Michael V. Gazzo,G. D. Spradlin,Richard Bright,Gastone Moschin,Tom Rosqui,Bruno Kirby,Frank Sivero,Francesca De Sapio,Morgana King,Marianna Hill,Leopoldo Trieste,Dominic Chianese,Amerigo Tot,Troy Donahue,John Aprea,Joe Spinell,Abe Vigoda,Tere Livrano,Gianni Russo,Maria Carta,Oreste Baldini,Giuseppe Sillato,Mario Cotone,James Gounaris,Fay Spain,Harry Dean Stanton,David Baker"
An American Pickle,2.5,2.82,-0.32,08/14/2020,89,1:29,"English,Hebrew (modern),Yiddish",Brandon Trost,2020,"Comedy,Drama",USA,11443,43153,"Seth Rogen,Sarah Snook,Molly Evensen,Eliot Glazer,Kalen Allen,Kevin O'Rourke,Sean Whalen,Geoffrey Cantor,Carol Leifer,Jorma Taccone,Marsha Stephanie Blake,Alyse Zwick,Dalon Huntington,Jeremy Michael Grey,Efka Kvaraciejus,Darryl Bailey Smith II,Dino Rende,Peter Kybart,Joanna Adler,Herb Mendelsohn,Norm Golden,Al Nazemian,Adam Dunhoff"
Frances Ha,3.5,3.96,-0.46,07/31/2020,86,1:26,English,Noah Baumbach,2012,"Comedy,Drama",Brazil,41105,195336,"Greta Gerwig,Mickey Sumner,Michael Esper,Adam Driver,Michael Zegen,Charlotte d'Amboise,Grace Gummer,Patrick Heusinger,Josh Hamilton,Maya Kazan,Justine Lupe,Britta Phillips,Juliet Rylance,Dean Wareham,Hannah Dunne,Daiva Deupree,Isabelle McNally,Vanessa Ray,Lindsay Burdge"
Palm Springs,3.5,3.79,-0.29,07/29/2020,90,1:30,"English,Spanish",Max Barbakow,2020,"Romance,Science Fiction,Comedy",USA,67829,301152,"Andy Samberg,Cristin Milioti,J.K. Simmons,Peter Gallagher,Meredith Hagner,Camila Mendes,Tyler Hoechlin,Chris Pang,Jacqueline Obradors,June Squibb,Tongayi Chirisa,Dale Dickey"
Before Midnight,5.0,4.07,0.93,07/18/2020,109,1:49,"English,Greek (modern),French",Richard Linklater,2013,"Romance,Drama",Greece,26802,156591,"Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick,Jennifer Prior,Charlotte Prior,Xenia Kalogeropoulou,Walter Lassally,Ariane Labed,Yiannis Papadopoulos,Athina Rachel Tsangari,Panos Koronis,Enrico Focardi,Manolis Goussias,Anouk Servera,Yota Argyropoulou,Serafeim Radis,John Sloss"
