Movie,LBRating,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
Wizards of the Lost Kingdom,1.8,79,1:19,English,Héctor Olivera,1985,"Fantasy,Adventure",Argentina,429,1468,"Bo Svenson,Vidal Peterson,Thom Christopher,Barbara Stock,María Socas,Dolores Michaels,Edward Morrow,Augusto Larreta,Michael Fontaine,Marcos Woinsky,Mary Gale,Norton Freeman"
Cruel Intentions 3,1.83,85,1:25,English,Scott Ziehl,2004,Drama,USA,163,1435,"Kristina Anapau,Natalie Ramsey,Kerr Smith,Nathan Wetherington,Melissa Yvonne Lewis,Michael Pemberton,Alex Donnelley,Tara Carroll,William Gregory Lee,Aaron McPherson,Charlie Weber,Tom Parker,Elizabeth McDonald"
All Monsters Attack,2.11,70,1:10,Japanese,Ishirō Honda,1969,"Science Fiction,Fantasy,Family",Japan,2650,9190,"Tomonori Yazaki,Hideyo Amamoto,Sachio Sakai,Kazuo Suzuki,Kenji Sahara,Machiko Naka,Shigeki Ishida,Midori Uchiyama,Yoshifumi Tajima,Chōtarō Tōgin,Yutaka Sada,Yutaka Nakayama,Ikio Sawamura,Haruo Nakajima,'Little Man' Machan,Yû Sekita,Osman Yusuf,Hidemi Ito,Junichi Ito"
Poltergeist,2.1,93,1:33,English,Gil Kenan,2015,Horror,USA,3288,33639,"Sam Rockwell,Rosemarie DeWitt,Saxon Sharbino,Kyle Catlett,Kennedi Clements,Jared Harris,Nicholas Braun,Jane Adams,Susan Heyward,Karen Ivany,Patrick Garrow,Soma Bhatia,L.A. Lopes,Doug MacLeod,Eve Crawford,John Stoneham Jr.,Kathryn Greenwood,Molly Kidder,Emily Brobst"
Hell & Back,2.13,86,1:26,English,Tom Gianas,2015,"Adventure,Fantasy,Animation,Comedy",USA,533,3024,"Nick Swardson,T.J. Miller,Mila Kunis,Bob Odenkirk,Susan Sarandon,Danny McBride,Rob Riggle,Jennifer Coolidge,Michael Peña,Kumail Nanjiani,J.B. Smoove,David Koechner,Paul Scheer,Brian Posehn,Kerri Kenney"
Critters 4,2.03,84,1:24,English,Rupert Harvey,1992,"Horror,Science Fiction,Comedy",USA,733,4307,"Don Keith Opper,Terrence Mann,Angela Bassett,Brad Dourif,Anne Ramsay,Eric DaRe,Martine Beswick,Anders Hove,Paul Whitthorne"
Vampire in Brooklyn,2.37,100,1:40,English,Wes Craven,1995,"Horror,Romance,Comedy",USA,1671,11342,"Angela Bassett,Eddie Murphy,Allen Payne,Kadeem Hardison,John Witherspoon,Zakes Mokae,Joanna Cassidy,Jerry Hall,Simbi Khali,Vickilyn Reynolds,Messiri Freeman,Kelly Cinnante,Jsu Garcia,W. Earl Brown,Ayo Adeyemi,Troy Curvey Jr."
The Mummy: Tomb of the Dragon Emperor,2.19,112,1:52,"English,Chinese,Sanskrit (Saṁskṛta)",Rob Cohen,2008,"Fantasy,Adventure,Action",Canada,3625,60442,"Brendan Fraser,Jet Li,Maria Bello,John Hannah,Michelle Yeoh,Luke Ford,Isabella Leong,Anthony Wong,Russell Wong,Liam Cunningham,David Calder,Jessey Meng,Liang Tian,Albert Kwan,Wu Jing,Wei Binghua,Jing Guo,Alison Louder,Marcia Nasatir,Emerald Starr"
Jason X,2.21,91,1:31,English,James Isaac,2001,"Science Fiction,Horror",USA,9883,49801,"Kane Hodder,Lexa Doig,Chuck Campbell,Lisa Ryder,David Cronenberg,Markus Parilo,Jonathan Potts,Dov Tiefenbach,Melyssa Ade,Todd Farmer,Kristi Angus,Boyd Banks,Peter Mensah,Jeff Geddis,Barna Moricz,Dylan Bierk"
The Dilemma,2.18,111,1:51,English,Ron Howard,2011,"Drama,Comedy",USA,947,12441,"Vince Vaughn,Kevin James,Winona Ryder,Jennifer Connelly,Queen Latifah,Channing Tatum,Clint Howard,Rance Howard,Laura Whyte,Amy Morton,Talulah Riley,Chelcie Ross,Heidi Johanningmeier,Rebecca Spence,Grace Rex,Mimi Sagadin,Eduardo N. Martinez,Guy Van Swearingen,Troy West,Mike McNamara,Tim Rhoze,Madison Dirks,Michael Patrick Thornton,Sandy Marshall,William Smillie,Jillian Burfete,Katie Korby"
Stormbreaker,2.07,93,1:33,English,Geoffrey Sax,2006,"Adventure,Action,Family",Germany,659,8731,"Alex Pettyfer,Sarah Bolger,Ewan McGregor,Robbie Coltrane,Stephen Fry,Damian Lewis,Bill Nighy,Sophie Okonedo,Missi Pyle,Mickey Rourke,Andy Serkis,Alicia Silverstone,Jimmy Carr,Ashley Walters,Morgan Walters,Martin Herdman,Scott Chisholm"
The Hot Chick,2.5,104,1:44,English,Tom Brady,2002,"Comedy,Fantasy",USA,4656,47542,"Rob Schneider,Rachel McAdams,Anna Faris,Matthew Lawrence,Eric Christian Olsen,Robert Davi,Melora Hardin,Alexandra Holden,Maritza Murray,Fay Hauser,Jodi Long,Tia Mowry,Tamera Mowry-Housley"
Species II,2.19,93,1:33,English,Peter Medak,1998,"Action,Science Fiction,Horror",USA,892,7790,"Michael Madsen,Natasha Henstridge,Marg Helgenberger,Mykelti Williamson,George Dzundza,James Cromwell,Sarah Wynter,Justin Lazard,Myriam Cyr,Baxter Harris,Scott Morgan,Nancy La Scala,Raquel Gardner,Henderson Forsythe,Robert Hogan,Ted Sutton,Peter Boyle,Gwendolyn Briley-Strand,Valerie Karasek,Jane Beard,Nancy Young,Beau James,Tracy Metro,Irv Ziff,Melanie Bradshaw,Felicia Deel"
Police Academy 6: City Under Siege,2.08,84,1:24,English,Peter Bonerz,1989,"Comedy,Crime",USA,380,7121,"Bubba Smith,David Graf,Michael Winslow,Leslie Easterbrook,Marion Ramsey,Lance Kinsey,Matt McCoy,Bruce Mahler,G.W. Bailey,George Gaynes,Kenneth Mars,Allison Mack,Gerrit Graham,George R. Robertson"
Dracula 2000,2.17,99,1:39,English,Patrick Lussier,2000,"Fantasy,Action,Horror,Thriller",USA,1490,10048,"Gerard Butler,Christopher Plummer,Jonny Lee Miller,Justine Waddell,Jennifer Esposito,Jeri Ryan,Omar Epps,Shane West,Danny Masterson,Nathan Fillion,Sean Patrick Thomas,Vitamin C,Lochlyn Munro"
DOA: Dead or Alive,2.18,87,1:27,English,Corey Yuen,2006,"Adventure,Thriller,Action",Germany,1045,7897,"Jaime Pressly,Devon Aoki,Holly Valance,Sarah Carter,Natassia Malthe,Kane Kosugi,Eric Roberts,Steve Howey,Brian J. White,Matthew Marsden,Kevin Nash,Collin Chou"
Deathstalker and the Warriors from Hell,1.72,86,1:26,English,Alfonso Corona,1988,"Fantasy,Action,Adventure",USA,195,851,"John Allen Nelson,Carla Herd,Terri Treas,Thom Christopher,Aarón Hernán,Roger Cudney,Claudia Inchaurregui,Erika Carlsson,Miguel Ángel Fuentes,Agustín Salvat,Mario Iván Martínez,Carlos Romano"
Hot Tub Time Machine 2,2.07,93,1:33,English,Steve Pink,2015,Comedy,USA,1358,16231,"Rob Corddry,Craig Robinson,Clark Duke,Bianca Haase,Chevy Chase,Gillian Jacobs,Collette Wolfe,Adam Scott,Kumail Nanjiani,Kellee Stewart,Josh Heald,Gretchen Koerner,Lisa Loeb,Jessica Williams"
30 Days of Night: Dark Days,1.95,92,1:32,English,Ben Ketai,2010,"Horror,Thriller",USA,339,3348,"Kiele Sanchez,Mia Kirshner,Diora Baird,Rhys Coiro,Harold Perrineau,Monique Ganderton,Ben Cotton,Stacey Roy,Katie Keating,Troy Ruptash,James Pizzinato,Marco Soriano,Donovan Cerminara,Scott Patey"
Piranha II: The Spawning,2.01,84,1:24,English,James Cameron,1982,Horror,Italy,1368,6524,"Tricia O'Neil,Steve Marachuk,Lance Henriksen,Ricky Paull Goldin,Ted Richert,Leslie Graves,Carole Davis,Connie Lynn Hadden,Arnie Ross,Tracey Berg,Albert Sanders,Anne Pollack"
Highlander: Endgame,2.05,87,1:27,"English,Scottish Gaelic, Gaelic,Italian,French",Douglas Aarniokoski,2000,"Action,Fantasy",Luxembourg,268,3245,"Christopher Lambert,Adrian Paul,Bruce Payne,Lisa Barbuscia,Donnie Yen,Jim Byrnes,Peter Wingfield,Beatie Edney,David Nicholls,John Medlen,Adam Copeland"
Godzilla,2.15,138,2:18,"English,French,Japanese,Russian,Spanish",Roland Emmerich,1998,"Action,Science Fiction,Thriller",Japan,6056,74987,"Matthew Broderick,Jean Reno,Maria Pitillo,Hank Azaria,Kevin Dunn,Michael Lerner,Harry Shearer,Arabella Field,Vicki Lewis,Doug Savant,Malcolm Danare,Lorry Goldman,Christian Aubert,Philippe Bergeron,Frank Bruynbroek,François Giroday,Nicholas J. Giangiulio,Robert Lesser,Ralph Manza,Greg Callahan,Chris Ellis,Nancy Cartwright,Richard Gant,Jack Moore,Steve Giannelli,Brian Farabaugh,Stephen Xavier Lee,Bodhi Elfman,Rich Grosso,Lloyd Kino,Toshi Toda,Clyde Kusatsu,Masaya Kato,Glenn Morshower,Lola Pashalinski,Rob Fukuzaki,Dale Harimoto"
The Dukes of Hazzard,2.2,104,1:44,English,Jay Chandrasekhar,2005,"Comedy,Action,Adventure",USA,1135,19059,"Johnny Knoxville,Seann William Scott,Jessica Simpson,Willie Nelson,Burt Reynolds,M.C. Gainey,James Roday Rodriguez,David Koechner,Michael Weston,Nikki Griffin,Alice Greczyn,Joe Don Baker"
The Circle,2.09,110,1:50,English,James Ponsoldt,2017,"Drama,Science Fiction,Thriller",France,7010,60052,"Emma Watson,Tom Hanks,John Boyega,Karen Gillan,Ellar Coltrane,Patton Oswalt,Glenne Headly,Bill Paxton,Poorna Jagannathan,Nate Corddry,Mamoudou Athie,Amir Talai,Smith Cho,Ellen Wong,Judy Reyes,Elvy,Roger Joseph Manning Jr.,Joey Waronker,Michael Shuman,Katie Costick,Regina Saldivar,Steven Klein,Hunter Burke,Eve Gordon,Amie McCarthy Winn,Lauren Baldwin,Nicola Bertram,Julian von Nagel,Beck,Nick Peine"
Paranoia,2.12,106,1:46,English,Robert Luketic,2013,"Drama,Thriller",France,587,5579,"Liam Hemsworth,Harrison Ford,Gary Oldman,Amber Heard,Josh Holloway,Embeth Davidtz,Richard Dreyfuss,Julian McMahon,Lucas Till,Angela Sarafyan,Charlie Hofheimer,Will Peltz,Haley Finnegan,Kevin Kilner,Christine Marzano"
Cocktail,2.77,104,1:44,"English,Spanish,Portuguese",Roger Donaldson,1988,"Comedy,Romance,Drama",USA,4506,29741,"Tom Cruise,Bryan Brown,Elisabeth Shue,Lisa Banes,Kelly Lynch,Gina Gershon,Ron Dean,Ellen Foley,Chris Owens,Louis Ferreira,James Eckhouse,Laurence Luckinbill,Paul Benedict,Robert Donley,Andrea Doven,John Graham,Richard Thorn,Robert Greenberg,Harvey J. Alperin,Sandra Will,Allan Wasserman,E. Hampton Beagle,Parker Whitman"
Paranormal Activity 3,2.65,94,1:34,English,Henry Joost,2011,"Mystery,Horror",USA,4671,53963,"Katie Featherston,Sprague Grayden,Lauren Bittner,Christopher Nicholas Smith,Chloe Csengery,Jessica Tyler Brown,Marilyn Alex,Dustin Ingram,Jessica Berger,Maria Olsen,Hallie Foote,William Juan Prieto,Jackson Xenia Prieto,Paitoon Cheng,Johanna Braddy,Brian Boland,Micah Sloat,Molly Ephraim"
Demonoid: Messenger of Death,2.61,80,1:20,"English,Spanish",Alfredo Zacarías,1981,Horror,Mexico,810,2659,"Samantha Eggar,Stuart Whitman,Roy Jenson,Narciso Busquets,Erika Carlsson,Lew Saunders,José Chávez,Ted White,Haji,George Soviak,Whitey Hughes,Al Jones"
Trancers 5: Sudden Deth,2.17,73,1:13,English,David Nutter,1994,"Action,Thriller,Science Fiction",USA,145,499,"Tim Thomerson,Stacie Randall,Ty Miller,Terri Ivens,Mark Arnold,Clabe Hartley,Alan Oppenheimer,Jeff Moldovan,Stephen Macht,Luana Stoica"
The Mummy's Tomb,2.55,61,1:01,English,Harold Young,1942,"Thriller,Horror,Mystery",USA,753,2723,"Lon Chaney Jr.,Turhan Bey,John Hubbard,Elyse Knox,Wallace Ford,Dick Foran,Mary Gordon,George Zucco,Virginia Brissac,Cliff Clark,Frank Reicher,Paul E. Burns,Emmett Vogan"
Everly,2.66,93,1:33,"English,Japanese,Spanish",Joe Lynch,2014,"Thriller,Action",USA,935,4947,"Salma Hayek,Hiroyuki Watanabe,Laura Cepeda,Togo Igawa,Akie Kotabe,Gabriella Wright,Caroline Chikezie,Jennifer Blanc,Jelena Gavrilović,Aisha Ayamah,Masashi Fujimoto,Uros Certic,Damijan Oklopdžić,Dragana Atlija,James Owen,Joe Lynch,Ilija Labalo,Greg De Cuir,Andrew Pfeffer"
Bruce Lee Fights Back from the Grave,2.27,95,1:35,"Korean,Chinese",Lee Doo-yong,1976,"Crime,Drama,Action",South Korea,67,229,"Chong Jun,Deborah Dutch,Bae Su-chun,Mun-ju Kim,Shô Kosugi,Hwang Jang-Lee"
Final Destination 5,2.78,92,1:32,"English,Cantonese",Steven Quale,2011,"Mystery,Horror",USA,10339,73924,"Nicholas D'Agosto,Emma Bell,Miles Fisher,Courtney B. Vance,David Koechner,Arlen Escarpeta,Jacqueline MacInnes Wood,P.J. Byrne,Ellen Wroe,Tony Todd,Brent Stait,Roman Podhora,Jasmin Dring,Barclay Hope,Chasty Ballesteros"
Sex Drive,2.68,109,1:49,English,Sean Anders,2008,"Comedy,Adventure,Romance",USA,1479,17837,"Josh Zuckerman,Amanda Crew,Clark Duke,James Marsden,Seth Green,Alice Greczyn,Katrina Bowden,Charlie McDermott,Mark L. Young,Cole Petersen,Dave Sheridan,Michael Cudlitz,Allison Weissman,Andrea Anders,Kim Ostrenko,Brett Rice,David Koechner,Caley Hayes,Michele Simms,John Ross Bowie"
Hits,2.68,96,1:36,English,David Cross,2014,"Drama,Comedy",USA,229,1279,"Meredith Hagner,Matt Walsh,James Adomian,Jake Cherry,Derek Waters,Wyatt Cenac,Amy Sedaris,David Koechner,Jason Ritter,Amy Carlson,Jessie Ennis,Erinn Hayes"
Camille,2.7,94,1:34,English,Gregory Mackenzie,2008,"Romance,Comedy,Drama",UK,60,773,"Sienna Miller,James Franco,David Carradine,Scott Glenn,Ed Lauter,Mark Wilson,Patricia Yeatman,Steve Markoff,Tyler Hynes,Mimi Kuzyk,James B. Douglas,George Buza,Liisa Repo-Martell"
Galaxy of Terror,2.64,81,1:21,English,Bruce D. Clark,1981,"Adventure,Horror,Action,Science Fiction",USA,1437,5984,"Edward Albert,Erin Moran,Ray Walston,Bernard Behrens,Zalman King,Robert Englund,Taaffe O'Connell,Sid Haig,Grace Zabriskie,Jack Blessing,Mary Ellen O'Neill"
Johnny English Reborn,2.86,101,1:41,"English,German,Cantonese,Chinese,Russian",Oliver Parker,2011,"Thriller,Crime,Comedy,Adventure,Action",USA,2444,50445,"Rowan Atkinson,Gillian Anderson,Dominic West,Rosamund Pike,Daniel Kaluuya,Tim McInnerny,Pik-Sen Lim,Richard Schiff,Burn Gorman,Eric Carte,Roger Barclay,Togo Igawa,Eleanor Wyld,Mandi Sidhu,Margaret Clunie,Mariella Frostrup,Miles Jupp,Williams Belle"
Eagle Eye,2.71,118,1:58,English,D. J. Caruso,2008,"Action,Mystery,Thriller",USA,1647,37356,"Shia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chiklis,Anthony Mackie,Ethan Embry,Billy Bob Thornton,Anthony Azizi,Cameron Boyce,Lynn Cohen,Bill Smitrovich,Charles Carroll,William Sadler,Deborah Strang,Dariush Kashani,Sean Kinney,Bob Morrisey,J. Patrick McCormack,Lorenzo Eduardo,Madylin Sweeten,Jorge-Luis Pallo,James Huang,Gerald Downey,Tony Flores,Donnie Jeffcoat,Craig J. Harris,Jimmie L. Akins,Eric Christian Olsen,Marc Singer,Michael Maize,Eiko Nijo,Peter Gail,Brad Grunberg,Cylk Cozart,Manny Perry,James C. Gohrick"
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2.67,103,1:43,English,Yuen Woo-ping,2016,"Drama,Adventure,Action",China,973,6390,"Michelle Yeoh,Donnie Yen,Jason Scott Lee,Natasha Liu Bordizzo,Harry Shum Jr.,Eugenia Yuan,Roger Yuan,Chris Pang,JuJu Chan,Woon Young Park,Darryl Quon,Veronica Ngo,Shuya Chang,Andrew Stehlin,David T. Lim,Min Kim,Trevor Sai Louie"
Deep Blue Sea,2.8,105,1:45,English,Renny Harlin,1999,"Science Fiction,Action,Horror",Australia,5999,54841,"Thomas Jane,Saffron Burrows,LL Cool J,Michael Rapaport,Samuel L. Jackson,Stellan Skarsgård,Jacqueline McKenzie,Aida Turturro,Cristos,Daniel Rey,Valente Rodriguez,Brent Roam,Eyal Podell"
Insidious: Chapter 3,2.66,97,1:37,English,Leigh Whannell,2015,"Thriller,Horror,Mystery",Canada,5651,61988,"Stefanie Scott,Lin Shaye,Dermot Mulroney,Leigh Whannell,Angus Sampson,Steve Coulter,Hayley Kiyoko,Tom Gallop,Tate Berney,Corbett Tuck,Tom Fitzpatrick,Jeris Poindexter"
Zu Warriors,2.59,104,1:44,"Cantonese,Chinese",Tsui Hark,2001,"Action,Fantasy",China,90,759,"Ekin Cheng,Louis Koo,Cecilia Cheung,Kelly Lin,Zhang Ziyi,Wu Jing,Sammo Hung,Shun Lau,Patrick Tam,Wu Gang"
Renegade,2.5,124,2:04,"English,French,German,Spanish",Jan Kounen,2004,Western,France,94,1364,"Vincent Cassel,Juliette Lewis,Temuera Morrison,Ernest Borgnine,Djimon Hounsou,Hugh O'Conor,Michael Madsen,Geoffrey Lewis,Nichole Hiltz,Vahina Giocante,Tchéky Karyo,Eddie Izzard,Colm Meaney,Dominique Bettenfeld"
Walt Before Mickey,2.6,120,2:00,"English,Spanish",Khoa Le,2015,Drama,USA,271,3079,"Thomas Ian Nicholas,Jon Heder,David Henrie,Jodie Sweetin,Armando Gutiérrez,Arthur L. Bernstein,Ayla Kell,Hunter Gomez,Taylor Gray,Kate Katzman,Flora Bonfanti,Conor Dubin,Timothy Neil Williams"
Lockout,2.62,95,1:35,English,Stephen St. Leger,2012,"Thriller,Action,Science Fiction",France,2109,17674,"Guy Pearce,Maggie Grace,Vincent Regan,Joseph Gilgun,Lennie James,Peter Stormare,Jacky Ido,Tim Plester,Mark Tankersley,Anne-Solenne Hatte,Peter Hudson,Nick Hardin,Dan Savier"
Final Destination 3,2.98,93,1:33,English,James Wong,2006,"Horror,Mystery",Canada,14549,98976,"Mary Elizabeth Winstead,Ryan Merriman,Kris Lemche,Alexz Johnson,Sam Easton,Jesse Moss,Gina Holden,Texas Battle,Chelan Simmons,Amanda Crew,Crystal Lowe,Tony Todd,Ecstasia Sanders,Jody Racicot,Patrick Gallagher"
Man Down,2.69,90,1:30,English,Dito Montiel,2015,"Thriller,Drama",USA,384,2262,"Shia LaBeouf,Jai Courtney,Gary Oldman,Kate Mara,Tory Kittles,Clifton Collins Jr.,Charlie Shotwell,Jose Pablo Cantillo,Justin Smith,Paul Sado,Pierre Kennel,Ned Yousef,Jaylen Moore,Nick Jones Jr.,Wolé Parks,Kenzo Cervoni,Mustafa Haidari"
Jane Got a Gun,2.66,98,1:38,English,Gavin O'Connor,2015,"Action,Drama,Western",USA,1118,7823,"Natalie Portman,Joel Edgerton,Ewan McGregor,Noah Emmerich,Boyd Holbrook,Rodrigo Santoro,Alex Manette,Todd Stashwick,James Burnett,Sam Quinn,River Shields,Chad Brummett,Boots Southerland,Nash Edgerton"
I Know What You Did Last Summer,2.94,101,1:41,English,Jim Gillespie,1997,"Thriller,Mystery,Horror",USA,19412,112697,"Jennifer Love Hewitt,Sarah Michelle Gellar,Ryan Phillippe,Freddie Prinze Jr.,Bridgette Wilson-Sampras,Johnny Galecki,Muse Watson,Anne Heche,Stuart Greer,Dan Albright,Rasool J'Han,J. Don Ferguson,Deborah Hobart,Mary McMillan,Lynda Clark,Shea Broom"
Ice Age: Continental Drift,2.67,88,1:28,English,Steve Martino,2012,"Comedy,Adventure,Animation,Family",USA,3793,104728,"Ray Romano,John Leguizamo,Denis Leary,Seann William Scott,Josh Peck,Queen Latifah,Jennifer Lopez,Peter Dinklage,Wanda Sykes,Keke Palmer,Josh Gad,Nick Frost,Aziz Ansari,Alain Chabat,Kunal Nayyar,Drake,Nicki Minaj,Rebel Wilson,Alan Tudyk,Ester Dean"
Night of the Cobra Woman,2.36,85,1:25,English,Andrew Meyer,1972,"Thriller,Horror",Philippines,108,348,"Joy Bang,Marlene Clark,Roger Garrett,Vic Diaz,Rosemarie Gil,Slash Marks,Vic Silayan,Bert Rivera,Jimmy Milianios,Logan Clarke,Andrew Meyer"
Dracula: The Dark Prince,2.18,100,1:40,"English,Romanian",Pearry Reginald Teo,2013,"Horror,Action,Fantasy",,31,165,"Luke Roberts,Kelly Wenham,Ben Robson,Holly Earl,Jon Voight,Stephen Hogan,Richard Ashton,Poppy Corby-Tuech,Vasilescu Valentin,Vlad Rădescu,Ioan Ionescu,Zoltan Butuc,Jon Bloch,Alan O'Silva,Florin Stanciu,Costas"
World Trade Center,2.64,129,2:09,English,Oliver Stone,2006,"Drama,Thriller,History",USA,1796,24394,"Nicolas Cage,Maria Bello,Maggie Gyllenhaal,Danny Nucci,Stephen Dorff,Michael Peña,Jay Hernandez,Michael Shannon,Dorothy Lyman,Peter McRobbie,Wass Stevens,Frank Whaley,Stoney Westmoreland,Viola Davis,Lola Cook,Connor Paolo,Anthony Piccininni,Alexa Gerasimovich,Morgan Flynn,Armando Riesco,Jon Bernthal,Jude Ciccolella,Julie Adams,Joe Starr,William Jimeno,Nick Damici,Martin Pfefferkorn,Razame de la Crackers,Nelson Peña,Marcos Palma,Andre Ward,Lisa Yuen"
Swamp Thing,2.65,91,1:31,English,Wes Craven,1982,"Science Fiction,Horror",USA,1839,10749,"Louis Jourdan,Adrienne Barbeau,Ray Wise,David Hess,Nicholas Worth,Don Knight,Al Ruban,Dick Durock,Ben Bates,Nannette Brown,Reggie Batts,Mimi Craven,Karen Price,Bill Erickson,Dov Gottesfeld,Tommy Madden"
Scanners II: The New Order,2.66,104,1:44,"English,German",Christian Duguay,1991,"Horror,Action,Science Fiction",Canada,583,2443,"David Hewlett,Deborah Raffin,Yvan Ponton,Isabelle Mejias,Tom Butler,Raoul Max Trujillo,Vlasta Vrana,Murray Westgate,Doris Petrie,Dorothée Berryman,Michael Rudder,Victor Knight,Jason Cavalier,Russell Yuen,Tyrone Benskin,Dawn Tyler Watson"
Knight and Day,2.74,109,1:49,"English,German,Spanish",James Mangold,2010,"Comedy,Action",USA,5115,60530,"Tom Cruise,Cameron Diaz,Peter Sarsgaard,Viola Davis,Jordi Mollà,Paul Dano,Maggie Grace,Marc Blucas,Celia Weston,Falk Hentschel,Lennie Loftin,Rich Manley,Dale Dye,Gal Gadot"
Fools Rush In,2.81,109,1:49,"English,Spanish",Andy Tennant,1997,"Drama,Romance,Comedy",USA,1704,11841,"Matthew Perry,Salma Hayek,Jon Tenney,Carlos Gómez,Tomas Milian,Siobhan Fallon Hogan,John Bennett Perry,Stanley DeSantis,Suzanne Snyder,Anne Betancourt,Jill Clayburgh,Angelina Torres,Debby Shively,Mark Adair-Rios,Annie Combs,Shelley Morrison,María Cellario"
Iron Sky,2.52,93,1:33,"English,German",Timo Vuorensola,2012,"Action,Science Fiction,Comedy",Finland,1705,18501,"Julia Dietze,Christopher Kirby,Götz Otto,Udo Kier,Peta Sergeant,Stephanie Paul,Tilo Prückner,Michael Cullen,Kym Jackson,Ben Siemer,Tom Hoßbach,Milo Kaukomaa,Vivian Schneider,Fang Yu,Irshad Panjatan,Claus Wilcke"
The Counselor,2.6,117,1:57,"English,Spanish",Ridley Scott,2013,"Thriller,Drama,Crime",USA,5051,31402,"Michael Fassbender,Penélope Cruz,Cameron Diaz,Javier Bardem,Brad Pitt,Bruno Ganz,Rosie Perez,Sam Spruell,Toby Kebbell,Edgar Ramírez,Rubén Blades,Natalie Dormer,Goran Visnjic,Cesar Aguirre,Daniel Holguín,Chris Obi,Richard Cabral,Provence Maydew"
The Campaign,2.59,85,1:25,English,Jay Roach,2012,Comedy,USA,3822,47796,"Will Ferrell,Zach Galifianakis,Jason Sudeikis,Katherine LaNasa,Dylan McDermott,Sarah Baker,John Lithgow,Dan Aykroyd,Brian Cox,Karen Maruyama,Grant Goodman,Kya Haywood,Randall D. Cunningham,Madison Wolfe,Thomas Middleditch,Josh Lawson,Heather Lawless,Jack McBrayer,Elizabeth Diane Wells,Billy Slaughter,Aaron Jay Rome,Kate Miner,Amelia Jackson-Gray,Bobby Tisdale,Wolf Blitzer,Piers Morgan,Bill Maher,Chris Matthews,Dennis Miller,Lawrence O'Donnell,Joe Scarborough,Mika Brzezinski,Willie Geist,Ed Schultz,P.J. Byrne,Patrick Weathers,Gerry May,Tzi Ma,Bill Martin Williams,Danny Vinson,John D. Reaves,Scott A. Martin,Rob Mariano,Mike Mizanin,Randy Bachman,Mick Dalla-Vee,Marc Lafrance,Brent Howard Knudsen,Charles Frederick Turner,Danny Hanemann,Jason Kirkpatrick,Taryn Terrell,J.D. Evermore,Matt Borel,Millard Darden,Mikki Val"
No Strings Attached,2.76,107,1:47,English,Ivan Reitman,2011,"Comedy,Romance",USA,8480,90976,"Natalie Portman,Ashton Kutcher,Kevin Kline,Cary Elwes,Greta Gerwig,Lake Bell,Olivia Thirlby,Ludacris,Jake Johnson,Mindy Kaling,Talia Balsam,Ophelia Lovibond,Guy Branum,Ben Lawson"
Ninja Terminator,2.6,92,1:32,English,Godfrey Ho,1985,Action,Hong Kong,474,1420,"Richard Harrison,Wong Cheng Li,Jonathan Wattis,Maria Francesca,Phillip Ko,Jack Lam,Chiang Tao,Yun Yang-ha"
Walking Tall,2.73,86,1:26,English,Kevin Bray,2004,"Drama,Action,Adventure,Thriller",USA,1406,18741,"Dwayne Johnson,Johnny Knoxville,Neal McDonough,Kristen Wilson,Cobie Smulders,Michael Bowen,Ashley Scott,Kevin Durand,John Beasley,Barbara Tarbuck,Khleo Thomas,Andrew Tarbet,Patrick Gallagher,John Stewart,Eric Breker,Ryan Robbins,Michael Adamthwaite,Darcy Laurie,Fred Keating,Ben Cardinal"
The Dungeonmaster,2.61,73,1:13,"English,Spanish",Steven Ford,1984,"Fantasy,Thriller,Horror,Science Fiction,Mystery",USA,553,2043,"Jeffrey Byron,Richard Moll,Leslie Wing,Blackie Lawless,Chris Holmes,Tony Richards,Randy Piper,Cleve Hall,R.J. Miller,Danny Dick,Gina Calabrese,Peter Kent"
Crime Zone,2.45,96,1:36,English,Luis Llosa,1989,"Fantasy,Science Fiction,Adventure",USA,76,286,"David Carradine,Peter Nelson,Sherilyn Fenn,Michael Shaner,Orlando Sacha,Alfredo Álvarez Calderón,Diana Quijano,Don Manor,Francisco Giraldo"
Road Trip,2.77,93,1:33,English,Todd Phillips,2000,"Adventure,Comedy",USA,2795,37928,"Breckin Meyer,Seann William Scott,Paulo Costanzo,DJ Qualls,Amy Smart,Tom Green,Rachel Blanchard,Marla Sucharetza,Anthony Rapp,Andy Dick,Fred Ward"
Ali G Indahouse,2.97,85,1:25,"English,Spanish,French",Mark Mylod,2002,Comedy,France,3169,31164,"Sacha Baron Cohen,Michael Gambon,Charles Dance,Kellie Bright,Martin Freeman,Paul Clayton,Rhona Mitra,Barbara New,Emilio Rivera,Gina La Piana,Dana de Celis"
Journey to the Center of the Earth,2.02,80,1:20,English,Albert Pyun,1988,"Family,Action,Fantasy,Science Fiction",USA,106,344,"Emo Philips,Paul Carafotes,Jaclyn Bernstein,Kathy Ireland,Janie du Plessis,Nicola Cowper,Lochner De Kock,Ilan Mitchell-Smith,Albert Maritz,Jeff Celentano,Simon Poland,Jeremy Crutchley"
