Movie,LBRating,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
Despicable Me,3.46,95,1:35,English,Pierre Coffin,2010,"Animation,Family,Comedy,Crime",USA,15540,360114,"Steve Carell,Miranda Cosgrove,Dana Gaier,Elsie Fisher,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,Kristen Wiig,Pierre Coffin,Chris Renaud,Jemaine Clement,Jack McBrayer"
Mary Poppins,3.85,139,2:19,English,Robert Stevenson,1964,"Family,Fantasy,Comedy",USA,8897,153015,"Julie Andrews,Dick Van Dyke,David Tomlinson,Glynis Johns,Hermione Baddeley,Karen Dotrice,Matthew Garber,Elsa Lanchester,Arthur Treacher,Reginald Owen,Ed Wynn,Reta Shaw,Don Barclay,Marjorie Bennett,Arthur Malet,Jane Darwell,Marjorie Eaton,James Logan,Alma Lawton,Betty Lou Gerson,Kay E. Kuter,Doris Lloyd,Larri Thomas,Queenie Leonard"
Enchanted,3.57,107,1:47,English,Kevin Lima,2007,"Fantasy,Comedy,Family,Romance",USA,23212,218814,"Amy Adams,Patrick Dempsey,James Marsden,Timothy Spall,Susan Sarandon,Idina Menzel,Rachel Covey,Julie Andrews,Jeff Bennett,Kevin Lima,Emma Rose Lima,Teala Dunn,Fred Tatasciore,Courtney Williams,William Huntley,Samantha Ivers,Elizabeth Mathis,Edmund Lyndeck,Tonya Pinkins,Isiah Whitlock Jr.,Tibor Feldman,Jodi Benson,Matt Servitto,Christopher Maggi,Muriel Kuhn,Marilyn Sue Perry,John Rothman,Marlon Saunders,Paul Klementowicz,Michaela Conlin,Cathleen Trigg,Paige O'Hara,Danny Mastrogiorgio,Canedy Knowles,Lillian Lifflander,Matte Osian,Judy Kuhn,Joseph Siravo,Margaret Travolta,Jon McLaughlin,Helen Stenborg,Anita Keal,Kater Gordon,Raymond W. Abbiw,Veronica Archul,Jonathan Arons,Simone Assboeck,Dimitre Atanasov,Judy Ayres,Kathleen Banovich,Barbara G. Barclay,Nicole Barth,Margery Beddow,Carol Bentley,Tom Berklund,Heather Berman,Tetyana Bilych,Timothy Bish,Corey Bradley,Lee Van Bradley,Brian Adrian,Lou Brock,Vitalii Buza,Michelle Aguilar Camaya,Oscar Campisi,Christa Capone,Iresol Cardona,Marcus Choi,Olivia Cipolla,Angel G. Clemente,Jason Colacino,Keltie Knight,Rachel B. Coppola,Kristine Covillo,Leonard J. Coyne,Evan Crook,James Cunneen,Paul Daggett,Jennifer Thomas Damalas,Bill Davies,Richard Diaz,James Du Chateau,Joey Dudding,Hilary Elliot,Harvey Evans,Charles Fetta,Michael Fielder,Paul Frolov,Linda Gammon,Gabriela Garcia,Ingrid Gartner,Charles Goddertz,Aaron Hamilton,Jules Helm,Barbara Hendel Coyne,Khetanya Henderson,Cynthia Henn,Seymour Hewitt,Bonnie Herbert Diaz"
Shrek the Third,2.77,93,1:33,English,Chris Miller,2007,"Family,Adventure,Animation,Fantasy,Comedy",USA,14886,271164,"Mike Myers,Eddie Murphy,Cameron Diaz,Antonio Banderas,Julie Andrews,John Cleese,Rupert Everett,Eric Idle,Justin Timberlake,Susanne Blakeslee,Cody Cameron,Larry King,Christopher Knights,John Krasinski,Ian McShane,Cheri Oteri"
The Americanization of Emily,3.59,115,1:55,English,Arthur Hiller,1964,"Drama,Comedy,Romance,War",USA,344,1706,"James Garner,Julie Andrews,Melvyn Douglas,James Coburn,Joyce Grenfell,Edward Binns,Liz Fraser,Keenan Wynn,William Windom,John Crawford,Douglas Henderson,Edmon Ryan,Steve Franken,Paul Newlan"
Tommy Boy,3.49,98,1:38,English,Peter Segal,1995,Comedy,USA,4329,42354,"Chris Farley,David Spade,Brian Dennehy,Bo Derek,Dan Aykroyd,Julie Warner,Sean McCann,Zach Grenier,James Blendick,Paul Greenberg,Robert K. Weiss,Corey Sevier,Lorri Bagley,John Farley,Kevin Farley,Rob Lowe,Frank Welker,Adrian Truss,Clinton Turnbull,Ryder Britton,Graeme Millington,Michael Cram,Dean Marshall,Trent McMullen,Philip Williams,David Malloy,Roy Lewis,Austin Pool,William Dunlop"
Bring Me the Head of Alfredo Garcia,3.9,113,1:53,"English,Latin,Spanish",Sam Peckinpah,1974,"Crime,Drama,Action",USA,2495,15535,"Warren Oates,Isela Vega,Robert Webber,Gig Young,Helmut Dantine,Emilio Fernández,Kris Kristofferson,Chano Urueta,Donnie Fritts,Jorge Russek,Chalo González,Don Levy,Enrique Lucero,Janine Maldonado,Tamara Garina"
Revenge of the Pink Panther,3.1,99,1:39,English,Blake Edwards,1978,"Comedy,Crime,Mystery",UK,399,5964,"Peter Sellers,Herbert Lom,Dyan Cannon,Robert Webber,Robert Loggia,Paul Stewart,Adrienne Corri,Douglas Wilmer,Alfie Bass,Sue Lloyd,Tony Beckley,Graham Stark,André Maranne,Ferdy Mayne,Valerie Leon,Elisabeth Welch,Charles Augins,Lon Satton,Danny Schiller,Burt Kwouk,Irvin Allen,Robert Labassiere,John Wyman"
Harper,3.4,121,2:01,English,Jack Smight,1966,"Crime,Mystery,Thriller",USA,1009,4695,"Paul Newman,Lauren Bacall,Julie Harris,Arthur Hill,Janet Leigh,Pamela Tiffin,Robert Wagner,Robert Webber,Shelley Winters,Harold Gould,Roy Jenson,Strother Martin,Martin West,Jacqueline deWit"
The Highwayman,3.18,91,1:31,English,Douglas Heyes,1987,"TV Movie,Adventure,Action",,7,44,"Sam J. Jones,Claudia Christian,John Quade,Paul Drake,G. Gordon Liddy,Michael Berryman,Branscombe Richmond,Stan Egi,Jimmy Smits,Theresa Saldana,William Conrad,Jennifer Runyon,Tommy Lamey,Roddy Piper"
Under the Gun,3.1,86,1:26,"English,German,French,Italian,Portuguese",James Sbardellati,1988,"Comedy,Action",USA,6,47,"Sam J. Jones,Vanessa Williams,John Russell,Michael Halsey,Nick Cassavetes,Steven Williams,Bill McKinney,Rockne Tarkington,Don Stark,Chris Mulkey,Michele Russell,Duane Tucker,Dan Tullis Jr.,James McIntire,Burton Collins,Robert Budaska"
One Man Force,2.94,92,1:32,English,Dale Trevillion,1989,"Crime,Drama,Action",USA,50,161,"John Matuszak,Ronny Cox,Charles Napier,Sharon Farrell,Sam J. Jones,Chance Boyer,Richard Lynch,Stacey Swain,Robert Tessier,Borovnisa Blervaque,María Celedonio,Gary Carlos Cervantes,George Buck Flower"
Romeo + Juliet,3.39,120,2:00,English,Baz Luhrmann,1996,"Drama,Romance",Mexico,27311,244569,"Leonardo DiCaprio,Claire Danes,Jesse Bradford,Vondie Curtis-Hall,Brian Dennehy,John Leguizamo,Miriam Margolyes,Harold Perrineau,Christina Pickles,Pete Postlethwaite,Paul Rudd,Paul Sorvino,Diane Venora,M. Emmet Walsh,Edwina Moore,Zak Orth"
First Blood,3.75,93,1:33,English,Ted Kotcheff,1982,"War,Action,Thriller,Adventure",USA,12438,122979,"Sylvester Stallone,Charles A. Tamburro,Bill McKinney,Richard Crenna,Brian Dennehy,Chris Mulkey,Jack Starrett,Michael Talbott,John McLiam,Alf Humphreys,David Caruso,David L. Crowley,Don MacKay,David Petersen,Craig Huston,Patrick Stack"
The Big Year,2.9,100,1:40,English,David Frankel,2011,Comedy,USA,1939,15187,"Jack Black,Steve Martin,Owen Wilson,Rashida Jones,Anjelica Huston,John Cleese,Jim Parsons,Kevin Pollak,Rosamund Pike,JoBeth Williams,Brian Dennehy,Dianne Wiest,Anthony Anderson,Tim Blake Nelson,Corbin Bernsen,Joel McHale,Barry Shabaka Henley,Zahf Paroo,Stacey Scowley,Michael Karl Richards,Paul Campbell"
Sixteen Candles,3.11,93,1:33,English,John Hughes,1984,"Romance,Comedy",USA,11494,119762,"Molly Ringwald,Justin Henry,Michael Schoeffling,Haviland Morris,Gedde Watanabe,Anthony Michael Hall,Paul Dooley,Carlin Glynn,Blanche Baker,Edward Andrews,Billie Bird,Carole Cook,Max Showalter,Liane Curtis,John Cusack,Darren Harris,Debbie Pollack,Ross Berkson,Jonathan Chapin"
Lord Love a Duck,3.33,105,1:45,English,George Axelrod,1966,"Drama,Comedy",USA,186,703,"Roddy McDowall,Tuesday Weld,Lola Albright,Martin West,Ruth Gordon,Harvey Korman,Sarah Marshall,Lynn Carey,Donald Murphy,Max Showalter,Joseph Mell,Dan Frazer,Martine Bartlett,Jo Collins,Judith Loomis,David Draper,Peter Adams,Martin Gabel"
Bonnie's Kids,3.32,105,1:45,English,Arthur Marks,1973,"Drama,Action,Crime",USA,161,631,"Tiffany Bolling,Steve Sandor,Robin Mattson,Scott Brady,Alex Rocco,Leo Gordon,Max Showalter,Lenore Stevens,Timothy Brown,Luanne Roberts,Sharon Gless,Pat Anderson,Diana Darrin"
Bus Stop,2.77,96,1:36,English,Joshua Logan,1956,"Comedy,Romance",USA,755,4303,"Marilyn Monroe,Don Murray,Arthur O'Connell,Betty Field,Eileen Heckart,Robert Bray,Hope Lange,Hans Conried,Max Showalter,Linda Brace,Mary Carroll,J.M. Dunlap,Ed Fury,Buddy Heaton,Fay L. Ivor"
The A-Team,2.74,117,1:57,"English,German,Spanish,French,Swahili",Joe Carnahan,2010,"Crime,Action,Comedy,Thriller,Adventure",USA,2616,58275,"Liam Neeson,Sharlto Copley,Quinton Jackson,Bradley Cooper,Jessica Biel,Patrick Wilson,Gerald McRaney,Brian Bloom,Omari Hardwick,Maury Sterling,Terry Chen,C. Ernst Harth,Neil Schell,Yul Vazquez,Alex Madison,Henry Czerny,Jacob Blair,Rad Daly,Kyle Riefsnyder,Jon Hamm,Natalie James,Christian Tessier,William 'Big Sleeps' Stewart,Marc-Anthony Massiah,Gardiner Millar,Anita Brown,Raf Rogers"
Who?,2.88,93,1:33,English,Jack Gold,1974,"Mystery,Science Fiction,Thriller,Drama",UK,131,431,"Elliott Gould,Trevor Howard,Joseph Bova,Edward Grover,John Lehne,James Noble,Lyndon Brook,Michael Lombard,Joy Garrett,Kay Tornborg,John Stewart,Bruce Boa,Fred Vincent,Alexander Allerson,Ivan Desny,Herb Andress,Del Negro,Frank Schuller"
Space Raiders,2.44,84,1:24,English,Howard R. Cohen,1983,"Adventure,Action,Science Fiction",USA,188,740,"Vince Edwards,David Mendenhall,Drew Snyder,Patsy Pease,Thom Christopher,Luca Bercovici,Ray Stewart,George Dickerson,Michael Miller,Virginia Kiser,Don Washburn,Howard Dayton,Dick Miller,Elizabeth Charlton,William Boyett,Daniel Will-Harris"
Drop Dead Fred,3.01,103,1:43,English,Ate de Jong,1991,"Family,Fantasy,Comedy",UK,2516,17181,"Phoebe Cates,Rik Mayall,Marsha Mason,Tim Matheson,Carrie Fisher,Keith Charles,Ashley Peldon,Daniel Gerroll,Ron Eldard,Eleanor Mondale,Bob Reid,Peter Thoemke"
Gremlins,3.65,106,1:46,"English,Spanish",Joe Dante,1984,"Horror,Fantasy,Comedy",USA,27549,226104,"Zach Galligan,Phoebe Cates,Hoyt Axton,Frances Lee McCain,Corey Feldman,Keye Luke,John Louie,Dick Miller,Jackie Joseph,Polly Holliday,Judge Reinhold,Edward Andrews,Belinda Balaski,Scott Brady,Don Steele,Susan Burgess,Harry Carey, Jr.,Donald Elson,Howie Mandel,Jonathan Banks,Bob Bergen,Frank Welker"
The Hot Spot,3.17,130,2:10,English,Dennis Hopper,1990,"Romance,Crime",USA,673,4031,"Jennifer Connelly,Don Johnson,Shannon Quinlan,Virginia Madsen,Debra Cole,Barry Corbin,Karen Culley,Virgil Frye,Roosevelt Williams,Charles Martin Smith,Leon Rippy,Jerry Hardin,Jack Nance"
American Wedding,2.72,103,1:43,English,Jesse Dylan,2003,"Romance,Comedy",USA,3080,58144,"Jason Biggs,Alyson Hannigan,Seann William Scott,Eddie Kaye Thomas,Thomas Ian Nicholas,January Jones,Eugene Levy,Molly Cheek,Deborah Rush,Fred Willard,Angela Paton"
The Good Girl,3.02,93,1:33,English,Miguel Arteta,2002,"Romance,Comedy,Drama",Netherlands,1253,13243,"Jennifer Aniston,John C. Reilly,Jake Gyllenhaal,Zooey Deschanel,Deborah Rush,Mike White,John Carroll Lynch,Tim Blake Nelson,John Doe,Roxanne Hart,Aimee Garcia,Annie O'Donnell"
Heat,2.92,101,1:41,English,Dick Richards,1986,"Action,Thriller",USA,315,1219,"Burt Reynolds,Karen Young,Peter MacNicol,Howard Hesseman,Neill Barry,Diana Scarwid,Joseph Mascolo,Alfie Wise,Deborah Rush,Wendell Burton,Alicia Arden,Joanne Jackson,Joe Klecko,Peter Koch,Joseph Bernard,Robert Vento,Michael Lovell Farris,Joey Villa"
1990: The Bronx Warriors,2.85,89,1:29,"Italian,English",Enzo G. Castellari,1982,"Science Fiction,Action",Italy,897,3691,"Vic Morrow,Christopher Connelly,Fred Williamson,Mark Gregory,Stefania Girolami Goodwin,Ennio Girolami,George Eastman,Joshua Sinclair,Betty Dessy,Rocco Lerro,Massimo Vanni,Angelo Ragusa,Enzo G. Castellari,Sandy Alexander,Giovanni Bonadonna"
Manhattan Baby,2.71,89,1:29,Italian,Lucio Fulci,1982,Horror,Italy,922,3596,"Christopher Connelly,Laura Lenzi,Brigitta Boccoli,Giovanni Frezza,Cinzia de Ponti,Cosimo Cinieri,Andrea Bosic,Carlo De Mejo,Enzo Marino Bellanich,Mario Moretti,Lucio Fulci,Tonino Pulci,Martin Sorrentino,Nat Bush"
The Norseman,1.92,90,1:30,English,Charles B. Pierce,1978,"Action,Drama,War,Adventure",USA,72,295,"Lee Majors,Cornel Wilde,Mel Ferrer,Jack Elam,Christopher Connelly,Susie Coelho,Deacon Jones,Jimmy Clem,Kathleen Freeman,Jesse Pearson,Denny Miller,Fred Biletnikoff,Seamon Glass,Jerry Daniels,Steve Denny,Chuck Pierce Jr.,David Kent"
Strike Commando,2.95,104,1:44,"Italian,English",Bruno Mattei,1987,"Action,War",Italy,514,1395,"Reb Brown,Christopher Connelly,Louise Kamsteeg,Luciano Pigozzi,Alex Vitale,Karen Lopez,Philip Gordon,Edison Navarro,Ricardo Santos,Jim Gaines,Fred Gajudo,Juliet D. Lei"
Cobra Mission,2.86,90,1:30,English,Fabrizio De Angelis,1986,"Adventure,Action",Italy,26,138,"Christopher Connelly,Oliver Tobias,Manfred Lehmann,John Steiner,Ethan Wayne,Donald Pleasence,Gordon Mitchell,Luciano Pigozzi,Antonella di Marco,Enzo G. Castellari,Ennio Girolami,David Light,Maria Koltay,Kordy Mounir,Richard Lester"
The Messenger,2.69,95,1:35,English,Fred Williamson,1986,"Drama,Action",Italy,54,147,"Fred Williamson,Christopher Connelly,Cameron Mitchell,Val Avery,Joe Spinell,Stack Pierce,Jasmine Maimone,Michael Dante,Peter Brown,Suzanne von Schaack,Umberto Raho,Riccardo Parisio Perrotti"
Starsky & Hutch,2.78,101,1:41,"English,Korean",Todd Phillips,2004,"Comedy,Crime",USA,3741,50540,"Ben Stiller,Owen Wilson,Snoop Dogg,Vince Vaughn,Fred Williamson,Juliette Lewis,Jason Bateman,Amy Smart,Carmen Electra,George Cheung,Chris Penn,Brande Roderick,Molly Sims,Matt Walsh,G.T. Holme,Jeffrey Lorenzo,Har Mar Superstar,Patton Oswalt,Brigette Romanek,Paul Michael Glaser,David Soul,Dan Finnerty,Jernard Burks,Omar J. Dorsey,Pramod Kumar,Rod Tate,Richard Edson,Raymond Ma,Terry Crews,Richie Nathanson,David Pressman,Scott L. Schwartz,Judah Friedlander,Akerin Suksawat Premwattana"
Black Caesar,3.46,94,1:34,English,Larry Cohen,1973,"Drama,Action,Crime,Thriller",USA,676,3272,"Fred Williamson,Gloria Hendry,Art Lund,D'Urville Martin,Julius Harris,Minnie Gentry,Philip Roye,William Wellman Jr.,James Dixon,Val Avery,Patrick McAllister,Don Pedro Colley"
American Grindhouse,3.43,82,1:22,English,Elijah Drenner,2010,Documentary,USA,290,2136,"Robert Forster,Allison Anders,John Landis,Kim Morgan,Fred Olen Ray,Joe Dante,Herschell Gordon Lewis,William Lustig,Lewis Teague,David Hess,Bob Minor,Jack Hill,Jeremy Kasten"
The New Barbarians,2.71,91,1:31,"English,Italian",Enzo G. Castellari,1983,"Thriller,Action,Science Fiction",Italy,555,2086,"Giancarlo Prete,Fred Williamson,George Eastman,Anna Kanakis,Ennio Girolami,Venantino Venantini,Massimo Vanni,Giovanni Frezza,Iris Peynado,Andrea Coppola,Vito Fornari"
Vigilante,3.43,90,1:30,English,William Lustig,1982,"Action,Thriller,Crime",USA,1171,4345,"Robert Forster,Fred Williamson,Richard Bright,Rutanya Alda,Don Blakely,Joseph Carberry,Willie Colón,Joe Spinell,Carol Lynley,Woody Strode,Vincent Beck,Bo Rucker,Frank Pesce,Steve James,Randy Jurgensen,Henry Judd Baker,Dante Joseph,Vincent Russo,Donna Patti,Peter Savage,Mike Miller"
Boss Nigger,3.31,93,1:33,English,Jack Arnold,1974,"Action,Crime,Western",USA,437,1789,"Fred Williamson,D'Urville Martin,R. G. Armstrong,Barbara Leigh,William Smith,Don Barry,Carmen Hayward,Carmen Zapata,Bruce Gordon,Ben Zeller,Sonny Robbins,Don Hayes,Jonathan Bahnks,Sonny Cooper,Phil Mead,Harry Luck,Michael Eiland,Elizabeth Saxon"
Hell Up In Harlem,3.07,94,1:34,English,Larry Cohen,1973,"Action,Thriller",USA,190,1008,"Fred Williamson,Julius Harris,Gloria Hendry,Margaret Avery,D'Urville Martin,Tony King,Gerald Gordon,James Dixon,Ty Randolph"
Three the Hard Way,3.31,89,1:29,English,Gordon Parks Jr.,1974,Action,USA,412,1486,"Jim Brown,Fred Williamson,Jim Kelly,Sheila Frazier,Jay Robinson,Marian Collier,Alex Rocco,Corbin Bernsen,Irene Tsu,Jeannie Bell,Marie O'Henry,Pamela Serpe"
Warrior of the Lost World,2.03,92,1:32,English,David Worth,1983,"Science Fiction,Action",Italy,195,933,"Robert Ginty,Persis Khambatta,Donald Pleasence,Fred Williamson,Harrison Muller Sr.,Daniel Stephen,Geretta Geretta,Scott Coffey,Urs Althaus,Philip Dallas,Laura Nucci,Vinicio Ricchi"
Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s,3.64,127,2:07,"English,Italian",Mike Malloy,2012,Documentary,USA,214,867,"Enzo G. Castellari,Leonard Mann,Franco Nero,Fred Williamson,Joe Dallesandro,John Saxon,Christopher Mitchum,Henry Silva,John Steiner,Antonio Sabàto,Aaron Stielstra,Ted Rusoff,Nicoletta Machiavelli"
Warriors of the Year 2072,2.71,94,1:34,"Italian,English",Lucio Fulci,1984,"Thriller,Science Fiction,Action",Italy,496,1825,"Jared Martin,Fred Williamson,Howard Ross,Eleonora Brigliadori,Cosimo Cinieri,Claudio Cassinelli,Valéria Cavalli,Donald O'Brien,Penny Brown,Al Cliver,Mario Novelli,Hal Yamanouchi,Omero Capanna,Matteo Corsini,Giovanni Di Benedetto,Lucio Fulci,Cinzia Monreale,Franco Moruzzi"
Take a Hard Ride,3.05,103,1:43,English,Antonio Margheriti,1975,"Action,Western",Italy,120,525,"Jim Brown,Lee Van Cleef,Fred Williamson,Catherine Spaak,Jim Kelly,Barry Sullivan,Dana Andrews,Harry Carey, Jr.,Robert Donner,Charles McGregor,Ronald Howard,Ricardo Palacios,Buddy Joe Hooker,Paul Costello,Hal Needham,George Rigaud,Dean Selmier"
White Fire,2.72,98,1:38,English,Jean-Marie Pallardy,1984,"Thriller,Action,Drama",France,541,1462,"Robert Ginty,Fred Williamson,Belinda Mayne,Jess Hahn,Mirella Banti,Diana Goodman,Gordon Mitchell,Ayten Gökçer,Bilge Zobu,Necdet Kökeş,Sönmez Yıkılmaz,Yusuf Çetin,Tevfik Şen,Muzaffer Cıvan,Coşkun Göğen"
The Black Cobra,2.52,85,1:25,English,Stelvio Massi,1987,"Action,Crime",USA,94,323,"Fred Williamson,Eva Grimaldi,Bruno Bilotta,Maurice Poli,Vassili Karis,Sabrina Siani,Gaetano Russo"
"Tell Me That You Love Me, Junie Moon",2.98,113,1:53,English,Otto Preminger,1970,"Romance,Comedy,Drama",USA,94,454,"Liza Minnelli,Robert Moore,Ken Howard,James Coco,Kay Thompson,Fred Williamson,Ben Piazza,Emily Yancy,Leonard Frey,Julie Bovasso,Angelique Pettyjohn,Pete Seeger,Nancy Marchand,Anne Revere,Clarice Taylor,Wayne Tippit,Lynn Milgrim"
Three Tough Guys,2.95,92,1:32,English,Duccio Tessari,1974,"Crime,Action",USA,35,150,"Lino Ventura,Isaac Hayes,Fred Williamson,Paula Kelly,William Berger,Vittorio Sanipoli,Lorella De Luca,Mario Erpichini,Luciano Salce,Jess Hahn,Jacques Herlin,Thurman Scott"
Joshua,2.59,83,1:23,English,Larry G. Spangler,1976,"Western,Drama,Thriller",USA,71,227,"Fred Williamson,Cal Bartlett,Brenda Venus,Isela Vega,Bud Stout,Henry Kendrick,Ralph Willingham,Kathryn Jackson"
Dirty Mary Crazy Larry,3.32,93,1:33,English,John Hough,1974,"Action,Adventure,Crime,Comedy",USA,597,3391,"Peter Fonda,Susan George,Adam Roarke,Kenneth Tobey,Eugene Daniels,Lynn Borden,Janear Hines,Elizabeth James,Adrianne Herman,T.J. Castronovo,James W. Gavin,Al Rossi,Ben Niems,George Westcott"
Twilight Zone: The Movie,3.12,101,1:41,English,Steven Spielberg,1983,"Horror,Science Fiction",USA,3307,25546,"Dan Aykroyd,Albert Brooks,Scatman Crothers,John Lithgow,Vic Morrow,Kathleen Quinlan,Charles Hallahan,Doug McGrath,Murray Matheson,Bill Quinn,Helen Shaw,Selma Diamond,Peter Brocco,Martin Garner,Priscilla Pointer,Tanya Fenmore,Laura Mooney,Evan Richards,Christopher Eisenmann,Scott Nemes,Kevin McCarthy,Jeremy Licht,William Schallert,Nancy Cartwright,Patricia Barry,Dick Miller,Bill Mumy,Jeffrey Bannister"
The Bad News Bears,3.61,102,1:42,"English,Spanish",Michael Ritchie,1976,"Comedy,Family",USA,1979,14908,"Walter Matthau,Tatum O'Neal,Ben Piazza,Vic Morrow,Erin Blunt,Jackie Earle Haley,Gary Lee Cavagnaro,Joyce Van Patten,Jaime Escobedo,Scott Firestone,George Gonzales,Alfred Lutter,David Pollock,Brett Marx,Quinn Smith,David Stambaugh,Chris Barnes"
Humanoids from the Deep,3.01,80,1:20,English,Barbara Peeters,1980,"Science Fiction,Horror",USA,2969,10939,"Doug McClure,Ann Turkel,Vic Morrow,Cindy Weintraub,Anthony Pena,Denise Galik,Lynn Theel,Meegan King,Breck Costin,Hoke Howell,Don Maxwell"
The Last Shark,2.34,88,1:28,Italian,Enzo G. Castellari,1981,Horror,Italy,730,2481,"James Franciscus,Vic Morrow,Micaela Pignatelli,Joshua Sinclair,Giancarlo Prete,Stefania Girolami Goodwin,Gian Marco Lari,Joyce Lee,Massimo Vanni,Ennio Girolami,Romano Puppo"
Message from Space,2.87,105,1:45,Japanese,Kinji Fukasaku,1978,"Action,Science Fiction,Adventure",Japan,354,1145,"Vic Morrow,Shin'ichi Chiba,Philip Casnoff,Peggy Lee Brennan,Etsuko Shihomi,Tetsurō Tamba,Mikio Narita,Makoto Satō,Seizô Fukumoto,Hiroyuki Sanada,Jerry Itô"
Men in War,3.68,102,1:42,English,Anthony Mann,1957,"Action,Drama,War",USA,238,1260,"Robert Ryan,Aldo Ray,Robert Keith,Phillip Pine,Nehemiah Persoff,Vic Morrow,James Edwards,L.Q. Jones,Scott Marlowe,Adam Kennedy,Race Gentry,Walter Kelley,Anthony Ray,Robert Normand,Michael Miller,Victor Sen Yung"
God's Little Acre,3.19,118,1:58,English,Anthony Mann,1958,"Romance,Comedy,Drama",USA,72,502,"Robert Ryan,Jack Lord,Tina Louise,Aldo Ray,Buddy Hackett,Fay Spain,Vic Morrow,Helen Westcott,Lance Fuller,Rex Ingram,Michael Landon,Russell Collins,Davis Roberts,Janet Brandt"
Escape from the Bronx,2.83,89,1:29,Italian,Enzo G. Castellari,1983,"Science Fiction,Action,Thriller",Italy,653,2517,"Mark Gregory,Henry Silva,Valeria D'Obici,Giancarlo Prete,Paolo Malco,Ennio Girolami,Antonio Sabàto,Alessandro Prete,Massimo Vanni,Andrea Coppola,Eva Czemerys"
Adam and Eve,2.72,91,1:31,Italian,Enzo Doria,1983,"Adventure,Romance",Italy,48,145,"Mark Gregory,Andrea Goldman,Ángel Alcázar,Costantino Rossi,Pierangelo Pozzato"
Ten Zan - Ultimate Mission,2.59,84,1:24,"English,Korean",Ferdinando Baldi,1988,"Thriller,Drama,Action",Italy,12,61,"Frank Zagarino,Mark Gregory,Romano Kristoff,Jinny Rockers,Sabrina Siani,Charles Borromel,Charles Robert Jenkins"
Thunder III,2.82,90,1:30,Italian,Fabrizio De Angelis,1988,"Drama,Action",Germany,20,86,"Mark Gregory,John Phillip Law,Horst Schön,Werner Pochath,Ingrid Lawrence,Jeffrey Domo,Bruce Miles"
The Heroin Busters,3.33,94,1:34,Italian,Enzo G. Castellari,1977,"Action,Thriller",Italy,276,1003,"Fabio Testi,David Hemmings,Sherry Buchanan,Wolfango Soldati,Joshua Sinclair,Romano Puppo,Massimo Vanni,Leonardo Scavino,Salvatore Billa,Patrizia Webley,Angelo Ragusa,Sergio Ruggeri,Gianni Orlando,Giovanni Bonadonna,Guido Cerniglia,Antonella Della Porta,Andrea Franchetti,Roberto Dell'Acqua,Margherita Horowitz,Fulvio Mingozzi"
Sinbad of the Seven Seas,2.46,93,1:33,English,Enzo G. Castellari,1989,"Fantasy,Adventure",Italy,137,681,"Lou Ferrigno,John Steiner,Roland Wybenga,Ennio Girolami,Hal Yamanouchi,Yehuda Efroni,Alessandra Martines,Teagan Clive,Leo Gullotta,Stefania Girolami Goodwin,Donald Hodson,Melonee Rodgers"
High Crime,3.51,103,1:43,"Italian,French",Enzo G. Castellari,1973,"Crime,Drama,Thriller",France,220,872,"Franco Nero,James Whitmore,Fernando Rey,Stefania Girolami Goodwin,Duilio Del Prete,Silvano Tranquilli,Ely Galleani,Daniel Martín,Delia Boccardo,Paul Costello,Luigi Diberti,Mario Erpichini"
