Movie,LBRating,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
La Dolce Vita,4.22,176,2:56,"Italian,German,English,French",Federico Fellini,1960,"Drama,Comedy",France,7171,58796,"Marcello Mastroianni,Anita Ekberg,Anouk Aimée,Yvonne Furneaux,Magali Noël,Alain Cuny,Annibale Ninchi,Walter Santesso,Valeria Ciangottini,Riccardo Garrone,Ida Galli,Audrey McDonald,Polidor,Alain Dijon,Mino Doro,Giulio Girola,Laura Betti,Nico,Domino,Carlo Musto,Enzo Cerusico,Giulio Paradisi,Enzo Doria,Enrico Glori,Adriana Moneta,Massimo Busetti,Lex Barker,Jacques Sernas,Nadia Gray,Giuseppe Addobbati,Conte Brunoro Serego Aligheri,Gabriella Andreini,Federika André,Armando Annuale,Joan Antequera,Juan Antequero,Gianni Baghino,Nadia Balabine,Ignazio Balsamo,Remo Benedetti,Andrea Bianchi,Lars Bloch,Leonardo Botta,Ida Bracci Dorati,Ferdinando Brofferio,Giovanna Busetti,Tito Buzzo,Daniela Calvino,Tony Campanino,Fabrizio Capucci,Donato Castellaneta,Adriano Celentano,Elisabetta Cini,Giulio Citti,Leo Coleman,Nani Colombo,Mario Conocchia,Francesco Consalvo,Tiziano Cortini,Decimo Cristiani,Mario De Grenet,Andrea De Pino,Adele De Rossi,Donatella Della Nora,Christine Denise,Katherine Denise"
Eternal Sunshine of the Spotless Mind,4.22,108,1:48,English,Michel Gondry,2004,"Drama,Romance,Science Fiction",USA,74249,737822,"Jim Carrey,Kate Winslet,Kirsten Dunst,Mark Ruffalo,Elijah Wood,Tom Wilkinson,Jane Adams,David Cross,Deirdre O'Connell,Thomas Jay Ryan,Ryan Whitney,Lola Daehler,Debbon Ayer,Gerry Robert Byrne,Brian Price,Josh Flitter,Paulie Litt,Amir Ali Said,Lauren Adler"
The Young and the Damned,4.22,85,1:25,Spanish,Luis Buñuel,1950,"Drama,Crime",Mexico,2839,20904,"Alfonso Mejía,Estela Inda,Efraín Arauz,Miguel Inclán,Roberto Cobo,Javier Amézcua,Alma Delia Fuentes,Mário Ramírez,Jorge Pérez,Sergio Virel,Jesús García,Francisco Jambrina,Roberto Navarrete"
Still Walking,4.22,114,1:54,Japanese,Hirokazu Kore-eda,2008,"Family,Drama",Japan,5026,25349,"Hiroshi Abe,Kirin Kiki,Yui Natsukawa,Yoshio Harada,YOU,Kazuya Takahashi,Hotaru Nomoto,Ryôga Hayashi,Shohei Tanaka,Susumu Terajima"
The Wages of Fear,4.22,153,2:33,"French,English,Spanish,Italian,German",Henri-Georges Clouzot,1953,"Drama,Adventure,Thriller",France,3738,23801,"Yves Montand,Charles Vanel,Peter van Eyck,Folco Lulli,Véra Clouzot,Antonio Centa,Luis De Lima,Jo Dest,Darío Moreno,William Tubbs,Darling Légitimus,Grégoire Gromoff,Joseph Palau-Fabre,François Valorbe,Pat Hurst"
Prisoners,4.22,153,2:33,English,Denis Villeneuve,2013,"Drama,Crime,Thriller",USA,58613,471436,"Hugh Jackman,Jake Gyllenhaal,Maria Bello,Terrence Howard,Paul Dano,Viola Davis,Melissa Leo,Dylan Minnette,Zoë Soul,Wayne Duvall,David Dastmalchian,Len Cariou,Sandra Ellis Lafferty,Erin Gerasimovich"
The Night of the Hunter,4.22,93,1:33,English,Charles Laughton,1955,"Drama,Thriller,Crime",USA,13885,75365,"Robert Mitchum,Shelley Winters,Lillian Gish,James Gleason,Evelyn Varden,Peter Graves,Don Beddoe,Billy Chapin,Sally Jane Bruce,Gloria Castillo,James Griffith,Gloria Pall"
Amadeus,4.22,160,2:40,"English,German,Latin,Italian",Miloš Forman,1984,"Drama,Music,History",USA,14072,149080,"F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Roy Dotrice,Simon Callow,Christine Ebersole,Jeffrey Jones,Barbara Bryne,Cynthia Nixon,Douglas Seale,Charles Kay,Kenny Baker,Martin Cavina,Roderick Cook,Milan Demjanenko,Peter DiGesu,Patrick Hines,Nicholas Kepros,Philip Lenkowsky,Lisbeth Bartlett,Richard Frank,Herman Meckler,Jonathan Moore,Brian Pettifer,Vincent Schiavelli,John Strauss"
Nobody Knows,4.22,141,2:21,Japanese,Hirokazu Kore-eda,2004,Drama,Japan,4343,25014,"Yuya Yagira,Ayu Kitaura,Hiei Kimura,Momoko Shimizu,Hanae Kan,YOU,Ryo Kase,Kazuyoshi Kushida,Yukiko Okamoto,Sei Hiraizumi,Takako Tate,Yuichi Kimura,Kenichi Endo,Susumu Terajima,Shinichi Hashizawa"
Children of Men,4.21,109,1:49,English,Alfonso Cuarón,2006,"Action,Thriller,Science Fiction,Drama",UK,27413,284656,"Clive Owen,Julianne Moore,Clare-Hope Ashitey,Michael Caine,Chiwetel Ejiofor,Pam Ferris,Charlie Hunnam,Danny Huston,Peter Mullan,Oana Pellea,Jacek Koman,Phaldut Sharma,Juan Gabriel Yacuzzi,Mishal Husain,Rob Curling,Maria McErlane,Michael Haughey,Tehmina Sunny,Michael Klesic,Ilario Bisi-Pedro,Caroline Lena Olsson,Dhafer L'Abidine,Jon Chevalier,Rita Davies,Kim Fenton,Chris Gilbert,Phoebe Hawthorne,Rebecca Howard,Atalanta White,Laurence Woodbridge"
The Great Dictator,4.21,125,2:05,"English,Esperanto",Charlie Chaplin,1940,"War,Comedy",USA,7023,73479,"Charlie Chaplin,Jack Oakie,Reginald Gardiner,Henry Daniell,Billy Gilbert,Grace Hayle,Carter DeHaven,Paulette Goddard,Maurice Moscovitch,Emma Dunn,Bernard Gorcey,Paul Weigel,Chester Conklin,Esther Michelson,Hank Mann,Florence Wright,Eddie Gribbon,Rudolph Anders,Eddie Dunn,Nita Pike,George Lynn,Wheeler Dryden,Fred Aldrich,Richard Alexander"
Fantastic Mr. Fox,4.21,87,1:27,English,Wes Anderson,2009,"Comedy,Family,Animation,Adventure",USA,70546,516565,"George Clooney,Meryl Streep,Jason Schwartzman,Bill Murray,Willem Dafoe,Owen Wilson,Wallace Wolodarsky,Eric Chase Anderson,Michael Gambon,Jarvis Cocker,Wes Anderson,Robin Hurlstone"
Brief Encounter,4.21,86,1:26,English,David Lean,1945,"Romance,Drama",UK,8230,36943,"Celia Johnson,Trevor Howard,Stanley Holloway,Joyce Carey,Cyril Raymond,Everley Gregg,Marjorie Mars,Margaret Barton,Wilfred Babbage,Alfie Bass,Wallace Bosco,Sydney Bromley,Noël Coward,Valentine Dyall,Irene Handl,Dennis Harkin,Avis Scott"
To Be or Not to Be,4.21,99,1:39,"English,German",Ernst Lubitsch,1942,"War,Comedy",USA,4477,25313,"Carole Lombard,Jack Benny,Robert Stack,Felix Bressart,Lionel Atwill,Stanley Ridges,Sig Ruman,Tom Dugan,Charles Halton,George Lynn,Henry Victor,Maude Eburne,Halliwell Hobbes,Miles Mander,Rudolph Anders,Paul Barrett,Sven Hugo Borg,Danny Borzage,Buster Brodie,Peter Caldwell"
Terminator 2: Judgment Day,4.21,137,2:17,"English,Spanish",James Cameron,1991,"Thriller,Action,Science Fiction",France,23663,306947,"Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick,Joe Morton,Earl Boen,S. Epatha Merkerson,Castulo Guerra,Danny Cooksey,Jenette Goldstein,Xander Berkeley,Leslie Hamilton Gearren,Ken Gibbel,Robert Winley,Pete Schrum,Shane Wilder,Michael Edwards,Jared Lounsbery,Casey Chavez,Ennalls Berl,Don Lake,Richard Vidan,Tom McDonald,Jim Palmer,Gus Williams,Gwenda Deacon"
Akira,4.21,124,2:04,Japanese,Katsuhiro Otomo,1988,"Science Fiction,Action,Animation",Japan,32653,247700,"Mitsuo Iwata,Nozomu Sasaki,Mami Koyama,Tesshou Genda,Kōichi Kitamura,Yuriko Fuchizaki,Masaaki Ôkura,Takeshi Kusao,Kazuhiro Kamifuji,Tatsuhiko Nakamura,Fukue Itô,Yuka Ôno,Hiroshi Otake,Kazumi Tanaka,Masato Hirano,Masayuki Katô,Michihiro Ikemizu,Tarô Arakawa"
We All Loved Each Other So Much,4.21,124,2:04,Italian,Ettore Scola,1974,"Comedy,Drama",Italy,662,6000,"Nino Manfredi,Vittorio Gassman,Stefania Sandrelli,Stefano Satta Flores,Giovanna Ralli,Aldo Fabrizi,Marcella Michelangeli,Elena Fabrizi,Fiammetta Baralla,Dino Curcio,Isa Barzizza,Armando Curcio,Livia Cerini,Carla Mancini,Lorenzo Piani,Amedeo Fabrizi"
Chinatown,4.21,130,2:10,"English,Spanish,Cantonese",Roman Polanski,1974,"Crime,Drama,Mystery,Thriller",USA,21475,178933,"Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez,John Hillerman,Diane Ladd,Roman Polanski,Roy Jenson,Richard Bakalyan,James Hong,Bruce Glover,Joe Mantell,Roy Roberts,Noble Willingham,Rance Howard,Jesse Vint"
"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",4.21,202,3:22,French,Chantal Akerman,1975,Drama,Belgium,6494,24081,"Delphine Seyrig,Jan Decorte,Henri Storck,Jacques Doniol-Valcroze,Yves Bical,Chantal Akerman"
Raise the Red Lantern,4.21,125,2:05,Chinese,Zhang Yimou,1991,Drama,China,2721,20200,"Gong Li,Ma Jingwu,He Saifei,Cao Cuifen,Kong Lin,Shuyuan Jin,Chu Xiao,Weimin Ding,Zengyin Cao,Cui Zhi-Gang,Li Baotian,Xu Wei,Espérance Pham Thai Lan"
Good Will Hunting,4.21,127,2:07,English,Gus Van Sant,1997,Drama,USA,33202,491387,"Matt Damon,Robin Williams,Ben Affleck,Stellan Skarsgård,Minnie Driver,Casey Affleck,Cole Hauser,Vik Sahay,John Mighton,Rachel Majorowski,Colleen McCauley,Matt Mercier,Ralph St. George,Rob Lynds,Dan Washington,Alison Folland,Derrick Bridgeman,Shannon Egleson,Rob Lyons"
Star Wars,4.21,121,2:01,English,George Lucas,1977,"Adventure,Action,Science Fiction",USA,56899,721202,"Mark Hamill,Harrison Ford,Carrie Fisher,Peter Cushing,Alec Guinness,Anthony Daniels,Kenny Baker,Peter Mayhew,David Prowse,James Earl Jones,Phil Brown,Shelagh Fraser,Jack Purvis,Alex McCrindle,Eddie Byrne,Drewe Henley,Denis Lawson,Garrick Hagon,Jack Klaff,William Hootkins,Angus MacInnes,Jeremy Sinden,Graham Ashley,Don Henderson,Richard LeParmentier,Leslie Schofield,Michael Leader,David Ankrum,Scott Beach,Lightning Bear,Jon Berg,Doug Beswick,Paul Blake,Janice Burchette,Ted Burnett,John Chapman,Gilda Cohen,Tim Condren,Barry Copping,Alfie Curtis,Robert Davies,Maria De Aragon"
Dead Poets Society,4.21,128,2:08,English,Peter Weir,1989,Drama,USA,53304,469616,"Robin Williams,Ethan Hawke,Robert Sean Leonard,Gale Hansen,Josh Charles,Dylan Kussman,Allelon Ruggiero,James Waterston,Norman Lloyd,Kurtwood Smith,Carla Belver,Leon Pownall,George Martin,Joe Aufiery,Matt Carey,Kevin Cooney,Jane Moore,Lara Flynn Boyle,Colin Irving,Alexandra Powers,Melora Walters"
Z,4.2,127,2:07,"French,Russian",Costa-Gavras,1969,"Drama,Thriller,History",Algeria,3167,18339,"Yves Montand,Irene Papas,Jean-Louis Trintignant,Jacques Perrin,Charles Denner,François Périer,Bernard Fresson,Pierre Dux,Georges Géret,Magali Noël,Marcel Bozzuffi,Julien Guiomar,Renato Salvatori,Jean Bouise"
Moonlight,4.2,111,1:51,English,Barry Jenkins,2016,Drama,UK,53922,554540,"Trevante Rhodes,André Holland,Janelle Monáe,Ashton Sanders,Jharrel Jerome,Alex Hibbert,Jaden Piner,Naomie Harris,Mahershala Ali,Shariff Earp,Duan Sanderson,Herman 'Caheej' McGloun,Kamal Ani-Bellow,Keomi Givens,Eddie Blanchard,Rudi Goblen"
Fargo,4.2,98,1:38,English,Joel Coen,1996,"Drama,Crime,Thriller",UK,41811,416773,"Frances McDormand,William H. Macy,Steve Buscemi,Peter Stormare,John Carroll Lynch,Harve Presnell,Kristin Rudrüd,Bruce Bohne,Steve Reevis,Steve Park,Gary Houston,Sally Wingert,Larissa Kokernot,Melissa Peterman"
Taxi Driver,4.2,114,1:54,"English,Spanish",Martin Scorsese,1976,"Drama,Crime",USA,67980,618806,"Robert De Niro,Jodie Foster,Albert Brooks,Harvey Keitel,Cybill Shepherd,Peter Boyle,Leonard Harris,Diahnne Abbott,Gino Ardito,Martin Scorsese,Murray Moston,Richard Higgs,Bill Minkin,Bob Maroff"
Witness for the Prosecution,4.2,116,1:56,"English,German",Billy Wilder,1957,"Drama,Crime,Mystery",USA,5069,34261,"Charles Laughton,Tyrone Power,Marlene Dietrich,Elsa Lanchester,John Williams,Ian Wolfe,Torin Thatcher,Norma Varden,Henry Daniell,Una O'Connor,Francis Compton,Philip Tonge,Ruta Lee,Bess Flowers,Leoda Richards,Patrick Aherne,Eddie Baker,Brandon Beach,Colin Kenny,Fred Rapport"
Ritual,4.2,128,2:08,Japanese,Hideaki Anno,2000,Drama,Japan,1819,6639,"Shunji Iwai,Ayako Fujitani,Jun Murakami,Shinobu Otake,Suzuki Matsuo,Megumi Hayashibara"
The Departed,4.2,151,2:31,"English,Cantonese",Martin Scorsese,2006,"Thriller,Drama,Crime",USA,38132,454198,"Jack Nicholson,Leonardo DiCaprio,Matt Damon,Mark Wahlberg,Vera Farmiga,Martin Sheen,Ray Winstone,Anthony Anderson,Alec Baldwin,Kevin Corrigan,James Badge Dale,David O'Hara,Robert Wahlberg,Kristen Dalton,Thomas B. Duffy,Richard Hughes,Chance Kelly,Larry Mitchell,Mark Rolston,J. C. MacKenzie,Mary Klug,Robert 'Toshi' Kar Yuen Chan,Peg Holzemer,Gurdeep Singh,Armen Garo,John Cenatiempo,Brian Smyj,William Severs,Douglas Crosby,Dorothy Lyman,Audrie Neenan"
La Notte,4.2,122,2:02,Italian,Michelangelo Antonioni,1961,"Romance,Drama",Italy,4593,28704,"Marcello Mastroianni,Jeanne Moreau,Monica Vitti,Bernhard Wicki,Rosy Mazzacurati,Maria Pia Luzi,Guido A. Marsan,Vittorio Bertolini,Vincenzo Corbella,Ugo Fortunati,Gitt Magrini,Giorgio Negro,Roberta Speroni,Umberto Eco"
The Third Man,4.2,104,1:44,"English,Russian,German",Carol Reed,1949,"Thriller,Mystery",UK,11051,78095,"Joseph Cotten,Alida Valli,Orson Welles,Trevor Howard,Paul Hörbiger,Ernst Deutsch,Erich Ponto,Siegfried Breuer,Hedwig Bleibtreu,Bernard Lee,Wilfrid Hyde-White,Alexis Chesnakov,Thomas Gallagher,Herbert Halbik"
The Lion King,4.2,89,1:29,English,Roger Allers,1994,"Drama,Family,Animation",USA,19030,549594,"Matthew Broderick,James Earl Jones,Jeremy Irons,Rowan Atkinson,Moira Kelly,Whoopi Goldberg,Cheech Marin,Jim Cummings,Robert Guillaume,Nathan Lane,Ernie Sabella,Madge Sinclair"
Nostalgia,4.2,126,2:06,"Russian,Italian",Andrei Tarkovsky,1983,"Romance,Drama",Italy,4388,30384,"Oleg Yankovskiy,Erland Josephson,Domiziana Giordano,Patrizia Terreno,Laura De Marchi,Delia Boccardo,Milena Vukotić,Raffaele Di Mario,Rate Furlan,Livio Galassi,Elena Magoia,Piero Vida,Lia Tanzi,Sergio Fiorentini"
Mulholland Drive,4.2,147,2:27,"English,Spanish",David Lynch,2001,"Thriller,Mystery,Drama",France,54893,313419,"Naomi Watts,Laura Harring,Justin Theroux,Ann Miller,Mark Pellegrino,Robert Forster,Brent Briscoe,Dan Hedaya,Angelo Badalamenti,Monty Montgomery,Lee Grant,James Karen,Chad Everett,Richard Green,Rebekah Del Rio,Melissa George,Jeanne Bates,Dan Birnbaum,Lori Heuring,Marcus Graham,Michael J. Anderson,Patrick Fischler,Michael Cooke,Bonnie Aarons,Geno Silva,Billy Ray Cyrus,Vincent Castellanos,Wayne Grace"
Taste of Cherry,4.2,99,1:39,Persian (Farsi),Abbas Kiarostami,1997,Drama,France,11147,55625,"Homayoun Ershadi,Abdolrahman Bagheri,Afshin Khorshid Bakhtiari,Safar Ali Moradi,Mir Hossein Noori,Ahmad Ansari"
The Life and Death of Colonel Blimp,4.2,163,2:43,"English,French,German",Emeric Pressburger,1943,"Romance,War,History,Drama",UK,2370,12009,"Roger Livesey,Deborah Kerr,Adolf Wohlbrück,Roland Culver,James McKechnie,Arthur Wontner,David Hutcheson,Ursula Jeans,John Laurie,Harry Welchman,Robert Harris,A.E. Matthews,Theodore Zichy,Jane Millican"
Back to the Future,4.2,116,1:56,English,Robert Zemeckis,1985,"Adventure,Comedy,Science Fiction",USA,38092,665933,"Michael J. Fox,Christopher Lloyd,Lea Thompson,Crispin Glover,Thomas F. Wilson,Claudia Wells,Marc McClure,Wendie Jo Sperber,George DiCenzo,Frances Lee McCain,James Tolkan,J.J. Cohen,Casey Siemaszko,Billy Zane,Harry Waters, Jr.,Donald Fullilove,Lisa Freeman,Cristen Kauffman,Elsa Raven,Will Hare,Ivy Bethune,Jason Marin,Katherine Britton"
Aparajito,4.2,110,1:50," Bangla,Bengali, Bangla,English",Satyajit Ray,1956,Drama,India,2103,13178,"Kanu Bannerjee,Karuna Banerjee,Smaran Ghosal,Pinaki Sengupta,Santi Gupta,Ramani Sengupta,Ranibala,Sudipta Roy,Ajay Mitra,Charuprakash Ghosh,Subodh Ganguli"
My Neighbor Totoro,4.19,86,1:26,Japanese,Hayao Miyazaki,1988,"Family,Fantasy,Animation",Japan,48117,446215,"Noriko Hidaka,Hitoshi Takagi,Chika Sakamoto,Shigesato Itoi,Sumi Shimamoto,Tanie Kitabayashi,Masashi Hirose,Yûko Maruyama,Shigeru Chiba,Toshiyuki Amagasa"
Vertigo,4.19,128,2:08,English,Alfred Hitchcock,1958,"Thriller,Mystery,Romance",USA,30910,270788,"James Stewart,Kim Novak,Barbara Bel Geddes,Tom Helmore,Henry Jones,Raymond Bailey,Ellen Corby,Konstantin Shayne,Lee Patrick,Bess Flowers,Alfred Hitchcock,David Ahdar,Sara Taft"
The Hunt,4.19,116,1:56,"Danish,Polish,English",Thomas Vinterberg,2012,Drama,Belgium,19819,164904,"Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Lasse Fogelstrøm,Susse Wold,Anne Louise Hassing,Lars Ranthe,Alexandra Rapaport,Sebastian Bull Sarning,Steen Ordell Guldbrandsen,Daniel Engstrup,Troels Thorsen,Søren Rønholt,Hana Shuan"
Shoplifters,4.19,121,2:01,Japanese,Hirokazu Kore-eda,2018,Drama,Japan,21408,141925,"Lily Franky,Sakura Ando,Mayu Matsuoka,Kairi Jyo,Miyu Sasaki,Kirin Kiki,Sosuke Ikematsu,Naoto Ogata,Yôko Moriguchi,Yuki Yamada,Moemi Katayama,Kengo Kora,Chizuru Ikewaki,Akira Emoto,Aju Makita,Hajime Inoue,Haruna Hori,Nana Mizoguchi"
Once Upon a Time in America,4.19,229,3:49,"English,Italian,Yiddish,French,Hebrew (modern)",Sergio Leone,1984,"Drama,Crime",USA,10279,98669,"Robert De Niro,James Woods,Elizabeth McGovern,Joe Pesci,Tuesday Weld,Jennifer Connelly,Burt Young,Treat Williams,Danny Aiello,Richard Bright,James Hayden,William Forsythe,Darlanne Fluegel,Larry Rapp,Olga Karlatos,Frank Gio,Scott Schutzman Tiler,Rusty Jacobs,Brian Bloom,Mike Monetti,Adrian Curran,Julie Cohen,Noah Moazezi,James Russo,Clem Caserta,Frank Sisto,Jerry Strivelli,Mike Gendel,Sandra Solberg,Margherita Pace,Paul Herman,Bruno Iannone,Bruno Bilotta,Ray Dittrich"
Your Name.,4.19,106,1:46,Japanese,Makoto Shinkai,2016,"Drama,Animation,Romance",Japan,40950,357646,"Ryunosuke Kamiki,Mone Kamishiraishi,Ryo Narita,Aoi Yuki,Nobunaga Shimazaki,Kaito Ishikawa,Kanon Tani,Masaki Terasoma,Sayaka Ohara,Kazuhiko Inoue,Chafurin,Yuka Kato,Kana Hanazawa,Shinya Hamazoe,Masami Nagasawa,Etsuko Ichihara,Yuka Terasaki"
Metropolis,4.19,149,2:29,"German,No spoken language",Fritz Lang,1927,"Drama,Science Fiction",Germany,10452,96189,"Gustav Fröhlich,Brigitte Helm,Alfred Abel,Rudolf Klein-Rogge,Theodor Loos,Fritz Rasp,Erwin Biswanger,Heinrich George,Fritz Alberti,Grete Berger,Olly Boeheim,Heinrich Gotho,Gottfried Huppertz,Georg John"
Opening Night,4.19,144,2:24,English,John Cassavetes,1977,Drama,USA,4348,19068,"Gena Rowlands,John Cassavetes,Ben Gazzara,Joan Blondell,Paul Stewart,Zohra Lampert,Laura Johnson,John Tuell,Ray Powers,John P. Finnegan,Louise Lewis,Fred Draper,Katherine Cassavetes"
The Big City,4.19,131,2:11," Bangla,Bengali, Bangla,English",Satyajit Ray,1963,Drama,India,1227,6184,"Anil Chatterjee,Madhabi Mukherjee,Jaya Bachchan,Haren Chatterjee,Sefalika Devi,Prasenjit Sarkar,Haradhan Bandopadhyay,Vicky Redwood,Shyamal Ghoshal,Gitali Roy,Tapan Chatterjee,Bibhuti Bhushan Banerjee,Manisha Chakraborty,Arun Chowdhury,Pritish Dey,Shailen Ganguli"
Get Out,4.19,104,1:44,English,Jordan Peele,2017,"Thriller,Horror,Mystery",USA,81217,1090887,"Daniel Kaluuya,Allison Williams,Catherine Keener,Bradley Whitford,Caleb Landry Jones,Marcus Henderson,Betty Gabriel,Lakeith Stanfield,Stephen Root,Lil Rel Howery,Ashley LeConte Campbell,John Wilmot"
Il Sorpasso,4.19,105,1:45,"Italian,German,Latin",Dino Risi,1962,"Drama,Comedy",Italy,1653,11142,"Vittorio Gassman,Jean-Louis Trintignant,Catherine Spaak,Claudio Gora,Luciana Angiolillo,Linda Sini,Franca Polesello,Bruna Simionato,Lilly Darelli,Mila Stanić,Nando Angelini,Edda Ferronao,Luigi Zerbinati,John Francis Lane,Annette Stroyberg,Jacques Stany,Paola Gassman,Aldo Gianni"
Raging Bull,4.19,129,2:09,English,Martin Scorsese,1980,"History,Drama",USA,20401,182551,"Robert De Niro,Cathy Moriarty,Joe Pesci,Frank Vincent,Nicholas Colasanto,Theresa Saldana,Mario Gallo,John Turturro,Joseph Bono,Frank Adonis,Charles Scorsese,Rita Bennett,Bernie Allen,Gene LeBell,Victor Magnotta,Shay Duffin,Jack Lotz,Kevin Breslin,Coley Wallace,Fred Dennis,Harvey Parry"
Monica and Friends: Lessons,4.19,97,1:37,Portuguese,Daniel Rezende,2021,"Drama,Family,Comedy",Brazil,3485,9022,"Giulia Benite,Kevin Vechiatto,Laura Rauseo,Gabriel Moreira,Emilly Nayara,Laís Villela,Vinícius Higo,Lucas Infante,Monica Iozzi,Luiz Pacini,Fafá Rennó,Paulo Vilhena,Marcela Rosis,Beto Schultz,Angélica di Paula,Adriano Paixão,Ilma Germano,Pablo Germano,Malu Mader,Augusto Madeira,Eliana Fonseca,Isabelle Drummond"
Fallen Angels,4.19,98,1:38,"Cantonese,English,Japanese,Chinese",Wong Kar-wai,1995,"Action,Romance,Crime",Hong Kong,35427,148666,"Leon Lai,Charlie Yeung,Takeshi Kaneshiro,Karen Mok,Michelle Reis,Chan Man-Lei,Toru Saito,Benz Kong To-Hoi,Chan Fai-hung,Kwan Lee-na,Wu Yuk-Ho"
Underground,4.19,170,2:50,"Serbian,German,French",Emir Kusturica,1995,"Drama,War,Comedy",Bulgaria,1508,14202,"Miki Manojlović,Lazar Ristovski,Mirjana Joković,Slavko Štimac,Ernst Stötzner,Srđan Todorović,Mirjana Karanović,Milena Pavlović,Danilo ""Bata"" Stojković,Borivoje Todorović,Davor Dujmović,Nele Karajlic,Branislav Lečić,Dragan Nikolić"
Paddington 2,4.19,104,1:44,English,Paul King,2017,"Comedy,Family,Adventure",France,47011,186829,"Ben Whishaw,Hugh Bonneville,Sally Hawkins,Samuel Joslin,Madeleine Harris,Julie Walters,Brendan Gleeson,Hugh Grant,Peter Capaldi,Jim Broadbent,Simon Farnaby,Imelda Staunton,Michael Gambon,Ben Miller,Sanjeev Bhaskar,Joanna Lumley,Richard Ayoade,Nicholas Woodeson,Tom Conti,Eileen Atkins,Marie-France Alvarez,Jessica Hynes,Noah Taylor,Shola Adewusi"
The Cremator,4.18,100,1:40,Czech,Juraj Herz,1969,"Horror,Comedy,Drama",Czechoslovakia,3069,14164,"Rudolf Hrušínský,Vlasta Chramostová,Jana Stehnová,Miloš Vognič,Ilja Prachař,Zora Božinová,Eduard Kohout,Jiří Lír,Dimitri Rafalsky,Jan Vlček,Václav Halama,Jiří Hálek,Václav Kotva,Míla Myslíková,Vladimír Menšík,Jiří Menzel,Václav Štekl,Nataša Gollová,Jindřich Narenta,Helena Anýžová,Jana Šulcová,Jan Řeřicha,Oldřich Vízner,Carmen Mayerová,Libuše Pešková,Růžena Vlčková,Marie Rosůlková,Věra Vlčková,Eva Ulincová,Rudolf Iltis,Josef Střecha,B. Mandausová,František Kubíček,Erich Fichtner,J. Hladký,Jiřina Bílá,Jan Kraus,Alfred Růžička,H. Absolonová,Alena Balejová,M. Baumrukerová,S. Brabcová,E. Brázdová,V. Handlová"
Make Way for Tomorrow,4.18,92,1:32,English,Leo McCarey,1937,"Romance,Drama",USA,2446,10478,"Victor Moore,Beulah Bondi,Fay Bainter,Thomas Mitchell,Porter Hall,Barbara Read,Maurice Moscovitch,Elisabeth Risdon,Minna Gombell,Louise Beavers,Ray Mayer,Ralph Remley,Louis Jean Heydt,Gene Morgan,Granville Bates,Ethel Clayton,Ellen Drew,Leo McCarey,Dennis O'Keefe,Joseph North,Francis Sayles,Ferike Boros"
Once Upon a Time in Anatolia,4.18,157,2:37,Turkish,Nuri Bilge Ceylan,2011,"Crime,Drama",Bosnia and Herzegovina,2580,27256,"Muhammet Uzuner,Yılmaz Erdoğan,Taner Birsel,Ahmet Mümtaz Taylan,Fırat Tanış,Ercan Kesal,Cansu Demirci,Erol Eraslan,Murat Kılıç,Şafak Karali,Emre Şen,Burhan Yıldız,Nihan Okutucu,Kubilay Tunçer"
A Matter of Life and Death,4.18,104,1:44,"English,French,Russian",Emeric Pressburger,1946,"Comedy,Fantasy,Romance,Drama",UK,3944,18725,"David Niven,Kim Hunter,Marius Goring,Kathleen Byron,Richard Attenborough,Robert Coote,Bonar Colleano,Joan Maude,Roger Livesey,Robert Atkins,Edwin Max,Betty Potter,Abraham Sofaer,Raymond Massey,Lois Maxwell"
Happy Hour,4.18,317,5:17,Japanese,Ryusuke Hamaguchi,2015,Drama,Japan,1950,6493,"Sachie Tanaka,Hazuki Kikuchi,Maiko Mihara,Rira Kawamura,Hiromi Demura,Shoko Fukunaga,Yuichiro Ito,Hiroyuki Miura,Hajime Sakasho,Shuhei Shibata,Ayaka Shibutani,Reina Shiihashi,Yoshio Shin,Yasunobu Tanabe,Ayumu Tonoi,Yoshitaka Zahana,Ryusuke Hamaguchi"
Happy Together,4.18,96,1:36,"Chinese,Cantonese",Wong Kar-wai,1997,"Drama,Romance",Argentina,19388,80353,"Tony Leung Chiu-wai,Leslie Cheung,Chang Chen,Gregory Dayton"
